# language_name_wals:	Daga
# language_name_glotto:	Daga
# iso639_3:	dgz
# year_composed:	NA
# year_published:	1974
# mode:	written
# genre_broad:	non-fiction
# genre_narrow:	religion
# writing_system:	Latn
# special_characters:	NA
# short_description:	Text of the Parallel Bible Corpus: Mayer, Thomas & Michael Cysouw. 2014. Creating a Massively Parallel Bible Corpus. Proceedings of the International Conference on Language Resources and Evaluation (LREC), Reykjavik, 3158-3163.
# source:	http://pngscriptures.org/dgz/copyright.htm
# copyright_short:	© Wycliffe Bible Translators, Inc.1974, 2004
# copyright_long:	Print publisher: Wycliffe Bible Translators<br>Electronic publisher: PNG Bible Translation Association<br>Translation by:<br>Wycliffe Bible Translators<br>This translation is made available to you under the terms of the Creative Commons Attribution-Noncommercial-No Derivative Works license. In addition, you have permission to port the text to different file formats, as long as you don't change any of the text or punctuation of the Bible.<br>Pictures included with Scriptures and other documents on this site are licensed just for use with those Scriptures and documents. For other uses, please contact the respective copyright owners.<br>You may share, copy, distribute, transmit, and extract portions or quotations from this work, provided that:<br>You include the above copyright information and that you make it clear that the work came from http://pngscriptures.org/.<br>You do not sell this work for a profit.<br>You do not make any derivative works that change any of the actual words or punctuation of the Scriptures.<br>Permissions beyond the scope of this license may be available if you contact us with your request. If you want to revise a translation, use a translation in an adaptation, or use a translation commercially, we will relay your request to the appropriate copyright owner.
# sample_type:	whole
# comments:	The first two digits of the identifier refer to the book, the next three digits to the chapter, and the last three digits to the verse. See Mayer & Cysouw (2014) for a list of book identifiers.

40001001	Iesu Keriso ani sibabasi mega anenen onin e taueniwa , ap gapan Eibaraam naewa mega yan ge yan onamuin ene Devit yanen . Devit naewa mega yan ge yan onamuin ene Iesu yanen .
40001002	Eibaraam orup Aisik baraen , Aisik orup Diekap baraen , Diekap orup Diuda tase gwani den semon .
40001003	Diuda orup Peres ge Sara semon inamu Teima , Peres orup Esiron baraen , Esiron orup Ram baraen ,
40001004	Ram orup Aminadap baraen , Aminadap orup Nason baraen , Nason orup Salomon baraen ,
40001005	Salomon orup Boas baraen inewa Reap . Boas orup Obet baraen inewa Rut , Obet orup Diesi baraen ,
40001006	Diesi Ayop Devit baraen , Devit Yuraya kwapuraewa naise , gapan Solomon baraen ,
40001007	Solomon orup Reaboam baraen , Reaboam orup Abaidia baraen , Abaidia orup Esa baraen ,
40001008	Esa orup Diosapat baraen , Diosapat orup Dioram baraen , Dioram orup Usaya baraen ,
40001009	Usaya orup Diotam baraen , Diotam orup Eas baraen , Eas orup Esekaya baraen ,
40001010	Esekaya orup Manasa baraen , Manasa orup Emon baraen , Emon orup Diosaya baraen ,
40001011	amba Diosaya orup Diekonaya , gwani wai den semon . Wam ame gapan at Babilon nagirewa tauan at Isurero nagirewa up tamon at muga ewagai sia entan amon .
40001012	At Babilon nagirewa up tamon amone , at muga gan wanumune amba sia entan ewagai onamone , gapan Diekonaya orup Siatiero baraen , Siatiero orup Serababero baraen ,
40001013	Serababero orup Abiut baraen , Abiut orup Elayakim baraen , Elayakim orup Eso baraen ,
40001014	Eso orup Sedok baraen , Sedok orup Akim baraen , Akim orup Eliut baraen ,
40001015	Eliut orup Eliesa baraen , Eliesa orup Matan baraen , Matan orup Diekap baraen ,
40001016	Diekap orup Diosep baraen . Diosep Meri memewa amba Meri Iesu inewa . Amba Iesu Meri potap yanen , me God wa watu eneni Keriso , God om enuni apanewa .
40001017	Ap gapan , Eibaraam ani sibabasi mega yan ge yan onamuin ene amba Devit yaneni ameme iragi aonagaet pusi nawan degede ( 14 ) amba Devit ani sibababasi mega yan ge yan onamuin ene amba at Babilon nagirewa tauan at Isurero nagirewa up tamon amone ameme iragi aonagaet pusinawan degede ( 14 ) amba at Babilon up tamon amone nagirewa ame ani sibabasi mega yan ge yan onamuin ene amba Keriso yaneni ameme iragi aonagaet pusinawan degede ( 14 ) .
40001018	Iesu Keriso anenen yaneni guturewa mam , Me inewa Meri apan Diosep ganganasen dere naine mutapen , go namu tobot ya tane gapan , Meri mek anuni Guewa Posewa Woup Seni amun mega gapan bagup tan .
40001019	Diosep me apan kakae tamanawa menan Meri umam ya anupen menan karaua ae veat anun , menan me imup ununke uon ae veat anu taiwandin .
40001020	Go mame anuiwandini , Diosep enok ineni gapan God anea mega da taue anega dien , “ Diosep apan Devit ani sibabaseawa , Meri wara naitapen menan pa gega ak , tap ya anu , iwa dim da me potap digumin taniwa ame Guewa Woup Seni amun mega gapan tan .
40001021	Me orup apan baraepi , amba ge yaua Iesu diai , iwa waenapan mega koewa muga anu ae vepen menan taueta . ”
40001022	Ayop God nop mega namu wani mame iragi tan tavewa venasen ame God no oise waiwandini apanewa gamup anega wan ,
40001023	Waenoro ini denawa bagup tapi , amba orup apan baraepi , me yaua Imanuero diain , ( Imanuero gueguewa ame God den inanup wandia ) .
40001024	Menan , wam ame Diosep enok ine kandae yon wandeni gapan Ayop anea mega anen dieni di tan . Ap menan me waen Meri naisen .
40001025	Go mu dere wainan da ya inane go mondi iniwanumune aiwandin eni orup apan yanen . Amba Diosep orup ame yaua Iesu dien .
40002001	Apan Erot ayop tani wamewa Iesu at Diudia pa sewa Betiriem gapan yanen . Iesu yaneni ewap , buanae batnagine nagirewa upi , wam dotouini arige gapan Ierusalem tauan amba singui waenapan inamup anega wayawamon ,
40002002	“ Diu nagire ayop egawa da mapa yaneni amba ? Nu buanae , me paua mega da , wam dotouini gapan yawatoni menan wa taragaset wa onanton . ”
40002003	Ayop Erot , amba Ierusalem pa nagirewa den , oit ame anune gapan mu seke tane amba gop anune .
40002004	Ap menan , Ayop Erot pirisi bawarewa ge waenapan iup wadidiamuine nagirewa munan wan tauane . Me singui anega wayawamon , “ Mesaya yanat mega at ambe gapan yanapen wane ? ”
40002005	Mu gare anega wadiane , “ At Diuda pa Betiriem gapan yaneta . Iwa God nop mega watagaet waiwandini apanewa ok ap anega sen ,
40002006	Go e , Betiriem nagirewa , at Diuda gapan , sewa sewa iragi gapan pa sewa ega epara da uon , go amun ega wandia , iwa e yaumakayap Ayop da taueta , me ne waenapan nega , Isurero nagirewa , kwayup tamota . ” Mu ayop Erot ap anega wadiane .
40002007	Boge ayop Erot buanae batnagine nagirewa karaua venamu wan tauane , iwa wam ansena buanae erewa muga da yawane anupen menan , singui wayawamon .
40002008	Ap anuni amba , ayop Erot buanae batnagine nagirewa Betiriem watu enamoni gapan anega diamon , “ Aisen , amba orup ame yoa yambuni tan . Yop tan en me yawanewa menawaet onaen oit wadianegen , amba ne den ange tauap me wa taragasep . ”
40002009	Erot nop ame wan anune ewap mu di amon , amba buanae wam dotouini gapan sia yawane . Ap menan mu daramumu wan aton aigap da anune . Buanae ame namumup di aiwandin yao nau amuiwanumune amba Iesu ambagan wandeni arewa taueni aigap yonen .
40002010	
40002011	Pa gwanap unum amon , mu orup inewa Meri dere yawamon amba omanimup enun wa taragasene . Boge mu momorap muga watapan amba yan garaet muga muga Iesu wanane . Yan ame agim gwayayame den yananagaetawa amba dagin irinewa amba oma ose tutu denawa . Puraput ame garewa muga baware .
40002012	Entane , ayop Erot ine ya amopen menan tagigirewa God enoga wadiamoni menan negin ugupe gapan ewagai at muga sia amon .
40002013	Mu amone ewap , Ayop God anea mega da Diosep inap enoga taue anega wadien , “ Ge ao yona , orup ine dere tambumo , tap aisen , aipa at Idip gapan waniene , ne wadiaepen amba sia onaen iwa ayop Erot orup togurep boepen menan yoa tapen taiwan . ”
40002014	Menan Diosep ao yon wande , orup ine dere tambumo mum oap at Idip di amon .
40002015	Mu ap mepe di wanumuin ene Erot bop tan amba sia ewagai onamone . Ma venaseni menan God noa watagaet waiwandini apanewa wani tavewa tauen . Me gamup God anega wan , Otuna at Idip gapan wa oitapen tau aeta .
40002016	Wam ame Ayop Erot buanae batnagine nagirewa amatamu taiwandin mu negin ugup amone oisewa anuni ugu gangan naen . Menan ita nagire megawa wa oimon orup apan otu kamontua en muga derewa amba gauarapewa den , pa Betiriem amba mainepe den iragi guritamen . Buanae batnagine nagirewa wataget buanae ere venaseni gapan anune menan mu Iesu yaneni wamewa wadiane ayop Erot anuni gapan me orup guritamepen menan en muga om tan .
40002017	Ap gapan , watageta apanewa Dierimaya , God no oise waiwandini tavewa tauen . Me anega wan ,
40002018	Pa sewa Rama gapan unuk da anuivin , irip turup waiwanum . Watageta waen Reisero dugup mega naewa , munan irip waiwan , amba imua to aramepen menan umap uon , iwa naewa mega gase borit wane .
40002019	Ayop Erot boeni ewap , at Idip gapan , Ayop God anea mega da Diosep enoga die anega wan ,
40002020	“ Ge ao yona , orup ine dere tambumo amba at Isurero ak , orup togurapen tane nagirewa gaseget borit wane , ” ap anega wan .
40002021	Menan Diosep yon wande , orup ine dere tambumo , at Isurero di amon .
40002022	Wam ame Erot otua , yaua Akelaus , mamewa uewa ware at Diudia gapan ayop tan . Ap oisewa Diosep anuni menan me at ame aepen tani tap anun . God enoga tagigit manega wadien anun , ‘ Mapa ya wainge . ’ Ap menan totnage at Galili arige aen .
40002023	Ap mepe tauane , pa sewa bawarewa Nasaret gapan wanumone . Menan God no oise watagaet waiwanumune nagire nop muga tavewa tauapen menan ap mepe om inen . Nop muga ame Iesu menan anega wan , Waenapan pa Nasaret apanewa diain .
40003001	En arugataet uon tani ewap , Dion , dup iamuini apanewa , at Diudia pua at kaimewa gapan taue opata anega waiwandin ,
40003002	“ E inak koewa taiana ae vean , imuya entanen iwa God toemu mega amunewa inayap tauapen taiwan , ” ap anega wan .
40003003	Mame gapan , watageta apanewa Aisaya , God nop oit mega waiwandini tavewa manega tauen , ame anega wan , Apan da pua , at kaimewa gapan , opata anega waiwandin . Ayop nuga negin mega wa tarasen , wat tamanamene amba tauep . Ap anega wan .
40003004	Dion wanup mega man kameru etua gume den eniwandin , amba berip mega , man etua paniwandin . Me taba paki ge onaro naiwandin .
40003005	Pa Ierusalem nagirewa amba at Diudia iragi ge kaum Diodan asepa gan mapa gan nagire den Dion ine tauan .
40003006	Mu da da koewa muga vesiwanumune nagirewa kaum Diodan gapan dup iamuiwandin .
