"Grapheme","Frequency","Codepoint","UnicodeName"
"a",253,"U+0061","LATIN SMALL LETTER A"
"n",138,"U+006E","LATIN SMALL LETTER N"
"i",122,"U+0069","LATIN SMALL LETTER I"
"u",102,"U+0075","LATIN SMALL LETTER U"
"k",94,"U+006B","LATIN SMALL LETTER K"
"g",59,"U+0067","LATIN SMALL LETTER G"
"p",47,"U+0070","LATIN SMALL LETTER P"
"s",41,"U+0073","LATIN SMALL LETTER S"
"l",37,"U+006C","LATIN SMALL LETTER L"
".",33,"U+002E","FULL STOP"
"t",32,"U+0074","LATIN SMALL LETTER T"
"m",25,"U+006D","LATIN SMALL LETTER M"
"r",23,"U+0072","LATIN SMALL LETTER R"
",",14,"U+002C","COMMA"
"y",14,"U+0079","LATIN SMALL LETTER Y"
"b",8,"U+0062","LATIN SMALL LETTER B"
"w",7,"U+0077","LATIN SMALL LETTER W"
"e",4,"U+0065","LATIN SMALL LETTER E"
"o",3,"U+006F","LATIN SMALL LETTER O"
"d",2,"U+0064","LATIN SMALL LETTER D"
"h",2,"U+0068","LATIN SMALL LETTER H"
"c",1,"U+0063","LATIN SMALL LETTER C"
"j",1,"U+006A","LATIN SMALL LETTER J"
