"Grapheme","Frequency","Codepoint","UnicodeName"
"a",98584,"U+0061","LATIN SMALL LETTER A"
"s",45473,"U+0073","LATIN SMALL LETTER S"
"e",43652,"U+0065","LATIN SMALL LETTER E"
"g",42523,"U+0067","LATIN SMALL LETTER G"
"i",40880,"U+0069","LATIN SMALL LETTER I"
"o",32666,"U+006F","LATIN SMALL LETTER O"
"n",31653,"U+006E","LATIN SMALL LETTER N"
"h",31579,"U+0068","LATIN SMALL LETTER H"
"b",29003,"U+0062","LATIN SMALL LETTER B"
"î",27226,"U+00EE","LATIN SMALL LETTER I WITH CIRCUMFLEX"
"t",26845,"U+0074","LATIN SMALL LETTER T"
"u",21965,"U+0075","LATIN SMALL LETTER U"
"ǃ",21780,"U+01C3","LATIN LETTER RETROFLEX CLICK"
"m",20460,"U+006D","LATIN SMALL LETTER M"
"â",18339,"U+00E2","LATIN SMALL LETTER A WITH CIRCUMFLEX"
"k",17276,"U+006B","LATIN SMALL LETTER K"
"ǁ",17051,"U+01C1","LATIN LETTER LATERAL CLICK"
"r",15428,"U+0072","LATIN SMALL LETTER R"
",",15355,"U+002C","COMMA"
"d",13651,"U+0064","LATIN SMALL LETTER D"
"ǀ",11605,"U+01C0","LATIN LETTER DENTAL CLICK"
"ǂ",11406,"U+01C2","LATIN LETTER ALVEOLAR CLICK"
"ā",9441,"U+0101","LATIN SMALL LETTER A WITH MACRON"
"-",8523,"U+002D","HYPHEN-MINUS"
"x",7699,"U+0078","LATIN SMALL LETTER X"
".",6809,"U+002E","FULL STOP"
"ū",4920,"U+016B","LATIN SMALL LETTER U WITH MACRON"
"û",3877,"U+00FB","LATIN SMALL LETTER U WITH CIRCUMFLEX"
"T",3526,"U+0054","LATIN CAPITAL LETTER T"
"ō",2961,"U+014D","LATIN SMALL LETTER O WITH MACRON"
"l",2867,"U+006C","LATIN SMALL LETTER L"
"ē",2721,"U+0113","LATIN SMALL LETTER E WITH MACRON"
"ī",2624,"U+012B","LATIN SMALL LETTER I WITH MACRON"
"w",2420,"U+0077","LATIN SMALL LETTER W"
":",2402,"U+003A","COLON"
"p",2321,"U+0070","LATIN SMALL LETTER P"
";",2245,"U+003B","SEMICOLON"
"J",1795,"U+004A","LATIN CAPITAL LETTER J"
"O",1766,"U+004F","LATIN CAPITAL LETTER O"
"ô",1757,"U+00F4","LATIN SMALL LETTER O WITH CIRCUMFLEX"
"E",1494,"U+0045","LATIN CAPITAL LETTER E"
"K",1494,"U+004B","LATIN CAPITAL LETTER K"
"G",1212,"U+0047","LATIN CAPITAL LETTER G"
"N",1094,"U+004E","LATIN CAPITAL LETTER N"
"?",982,"U+003F","QUESTION MARK"
"X",974,"U+0058","LATIN CAPITAL LETTER X"
"A",954,"U+0041","LATIN CAPITAL LETTER A"
"S",759,"U+0053","LATIN CAPITAL LETTER S"
"M",669,"U+004D","LATIN CAPITAL LETTER M"
"P",473,"U+0050","LATIN CAPITAL LETTER P"
"Î",433,"U+00CE","LATIN CAPITAL LETTER I WITH CIRCUMFLEX"
"H",409,"U+0048","LATIN CAPITAL LETTER H"
"!",366,"U+0021","EXCLAMATION MARK"
"F",188,"U+0046","LATIN CAPITAL LETTER F"
"Ô",173,"U+00D4","LATIN CAPITAL LETTER O WITH CIRCUMFLEX"
"“",169,"U+201C","LEFT DOUBLE QUOTATION MARK"
"”",169,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"D",146,"U+0044","LATIN CAPITAL LETTER D"
"I",136,"U+0049","LATIN CAPITAL LETTER I"
"B",133,"U+0042","LATIN CAPITAL LETTER B"
"f",112,"U+0066","LATIN SMALL LETTER F"
"v",81,"U+0076","LATIN SMALL LETTER V"
"L",72,"U+004C","LATIN CAPITAL LETTER L"
"(",66,"U+0028","LEFT PARENTHESIS"
")",66,"U+0029","RIGHT PARENTHESIS"
"j",64,"U+006A","LATIN SMALL LETTER J"
"R",60,"U+0052","LATIN CAPITAL LETTER R"
"Ā",55,"U+0100","LATIN CAPITAL LETTER A WITH MACRON"
"Û",43,"U+00DB","LATIN CAPITAL LETTER U WITH CIRCUMFLEX"
"Ū",35,"U+016A","LATIN CAPITAL LETTER U WITH MACRON"
"Â",31,"U+00C2","LATIN CAPITAL LETTER A WITH CIRCUMFLEX"
"Ō",29,"U+014C","LATIN CAPITAL LETTER O WITH MACRON"
"U",28,"U+0055","LATIN CAPITAL LETTER U"
"Ī",7,"U+012A","LATIN CAPITAL LETTER I WITH MACRON"
