"Grapheme","Frequency","Codepoint","UnicodeName"
"a",3654036,"U+0061","LATIN SMALL LETTER A"
"i",3476260,"U+0069","LATIN SMALL LETTER I"
"n",3024553,"U+006E","LATIN SMALL LETTER N"
"t",2930813,"U+0074","LATIN SMALL LETTER T"
"e",2496342,"U+0065","LATIN SMALL LETTER E"
"s",2176468,"U+0073","LATIN SMALL LETTER S"
"l",1834084,"U+006C","LATIN SMALL LETTER L"
"ä",1803146,"U+00E4","LATIN SMALL LETTER A WITH DIAERESIS"
"k",1602829,"U+006B","LATIN SMALL LETTER K"
"u",1556921,"U+0075","LATIN SMALL LETTER U"
"o",1517508,"U+006F","LATIN SMALL LETTER O"
"m",913222,"U+006D","LATIN SMALL LETTER M"
"h",751114,"U+0068","LATIN SMALL LETTER H"
"v",715296,"U+0076","LATIN SMALL LETTER V"
"r",674425,"U+0072","LATIN SMALL LETTER R"
"j",542871,"U+006A","LATIN SMALL LETTER J"
"p",536331,"U+0070","LATIN SMALL LETTER P"
"y",514082,"U+0079","LATIN SMALL LETTER Y"
",",495495,"U+002C","COMMA"
".",342635,"U+002E","FULL STOP"
"d",228293,"U+0064","LATIN SMALL LETTER D"
"ö",110884,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
"—",100796,"U+2014","EM DASH"
"M",74112,"U+004D","LATIN CAPITAL LETTER M"
"""",73465,"U+0022","QUOTATION MARK"
"S",67225,"U+0053","LATIN CAPITAL LETTER S"
"K",57417,"U+004B","LATIN CAPITAL LETTER K"
"H",53041,"U+0048","LATIN CAPITAL LETTER H"
"T",50769,"U+0054","LATIN CAPITAL LETTER T"
"E",45437,"U+0045","LATIN CAPITAL LETTER E"
"!",41691,"U+0021","EXCLAMATION MARK"
"g",41401,"U+0067","LATIN SMALL LETTER G"
"J",41019,"U+004A","LATIN CAPITAL LETTER J"
"?",36060,"U+003F","QUESTION MARK"
"A",35584,"U+0041","LATIN CAPITAL LETTER A"
"N",34944,"U+004E","LATIN CAPITAL LETTER N"
"P",32948,"U+0050","LATIN CAPITAL LETTER P"
"c",30722,"U+0063","LATIN SMALL LETTER C"
"O",29949,"U+004F","LATIN CAPITAL LETTER O"
"V",27462,"U+0056","LATIN CAPITAL LETTER V"
"L",26320,"U+004C","LATIN CAPITAL LETTER L"
"…",22600,"U+2026","HORIZONTAL ELLIPSIS"
"I",21465,"U+0049","LATIN CAPITAL LETTER I"
"R",20642,"U+0052","LATIN CAPITAL LETTER R"
":",20033,"U+003A","COLON"
"-",19643,"U+002D","HYPHEN-MINUS"
"b",18926,"U+0062","LATIN SMALL LETTER B"
"f",18453,"U+0066","LATIN SMALL LETTER F"
";",16251,"U+003B","SEMICOLON"
"»",14332,"U+00BB","RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK"
"w",12691,"U+0077","LATIN SMALL LETTER W"
