"Grapheme","Frequency","Codepoint","UnicodeName"
"a",200892,"U+0061","LATIN SMALL LETTER A"
"u",157536,"U+0075","LATIN SMALL LETTER U"
"n",134407,"U+006E","LATIN SMALL LETTER N"
"i",119939,"U+0069","LATIN SMALL LETTER I"
"e",113313,"U+0065","LATIN SMALL LETTER E"
"k",110688,"U+006B","LATIN SMALL LETTER K"
"l",89135,"U+006C","LATIN SMALL LETTER L"
"h",74604,"U+0068","LATIN SMALL LETTER H"
"o",62610,"U+006F","LATIN SMALL LETTER O"
"m",57049,"U+006D","LATIN SMALL LETTER M"
"p",48344,"U+0070","LATIN SMALL LETTER P"
"c",44902,"U+0063","LATIN SMALL LETTER C"
"y",40571,"U+0079","LATIN SMALL LETTER Y"
"d",38877,"U+0064","LATIN SMALL LETTER D"
"b",30588,"U+0062","LATIN SMALL LETTER B"
"w",30008,"U+0077","LATIN SMALL LETTER W"
"t",27269,"U+0074","LATIN SMALL LETTER T"
"g",25588,"U+0067","LATIN SMALL LETTER G"
"s",22871,"U+0073","LATIN SMALL LETTER S"
".",19329,"U+002E","FULL STOP"
",",10821,"U+002C","COMMA"
"A",9608,"U+0041","LATIN CAPITAL LETTER A"
"G",4821,"U+0047","LATIN CAPITAL LETTER G"
"r",4003,"U+0072","LATIN SMALL LETTER R"
"J",3430,"U+004A","LATIN CAPITAL LETTER J"
"N",2458,"U+004E","LATIN CAPITAL LETTER N"
"E",2084,"U+0045","LATIN CAPITAL LETTER E"
"D",2063,"U+0044","LATIN CAPITAL LETTER D"
"“",2008,"U+201C","LEFT DOUBLE QUOTATION MARK"
"”",1994,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"W",1830,"U+0057","LATIN CAPITAL LETTER W"
"v",1591,"U+0076","LATIN SMALL LETTER V"
"I",1470,"U+0049","LATIN CAPITAL LETTER I"
"K",1433,"U+004B","LATIN CAPITAL LETTER K"
"-",1291,"U+002D","HYPHEN-MINUS"
"S",1260,"U+0053","LATIN CAPITAL LETTER S"
"Y",1191,"U+0059","LATIN CAPITAL LETTER Y"
"P",942,"U+0050","LATIN CAPITAL LETTER P"
"M",918,"U+004D","LATIN CAPITAL LETTER M"
"?",867,"U+003F","QUESTION MARK"
"U",743,"U+0055","LATIN CAPITAL LETTER U"
"f",521,"U+0066","LATIN SMALL LETTER F"
"O",438,"U+004F","LATIN CAPITAL LETTER O"
"B",430,"U+0042","LATIN CAPITAL LETTER B"
"C",402,"U+0043","LATIN CAPITAL LETTER C"
"!",401,"U+0021","EXCLAMATION MARK"
"H",399,"U+0048","LATIN CAPITAL LETTER H"
"0",362,"U+0030","DIGIT ZERO"
"‘",361,"U+2018","LEFT SINGLE QUOTATION MARK"
"’",359,"U+2019","RIGHT SINGLE QUOTATION MARK"
"j",333,"U+006A","LATIN SMALL LETTER J"
"F",232,"U+0046","LATIN CAPITAL LETTER F"
"L",218,"U+004C","LATIN CAPITAL LETTER L"
"T",212,"U+0054","LATIN CAPITAL LETTER T"
"1",203,"U+0031","DIGIT ONE"
"2",142,"U+0032","DIGIT TWO"
"7",101,"U+0037","DIGIT SEVEN"
"4",87,"U+0034","DIGIT FOUR"
"3",83,"U+0033","DIGIT THREE"
"R",80,"U+0052","LATIN CAPITAL LETTER R"
"5",61,"U+0035","DIGIT FIVE"
"6",31,"U+0036","DIGIT SIX"
"]",29,"U+005D","RIGHT SQUARE BRACKET"
"[",28,"U+005B","LEFT SQUARE BRACKET"
"9",17,"U+0039","DIGIT NINE"
"8",16,"U+0038","DIGIT EIGHT"
":",15,"U+003A","COLON"
"*",4,"U+002A","ASTERISK"
";",1,"U+003B","SEMICOLON"
