"Grapheme","Frequency","Codepoint","UnicodeName"
"a",509,"U+0061","LATIN SMALL LETTER A"
"e",201,"U+0065","LATIN SMALL LETTER E"
"r",168,"U+0072","LATIN SMALL LETTER R"
"i",163,"U+0069","LATIN SMALL LETTER I"
"o",158,"U+006F","LATIN SMALL LETTER O"
"n",157,"U+006E","LATIN SMALL LETTER N"
"k",140,"U+006B","LATIN SMALL LETTER K"
"u",131,"U+0075","LATIN SMALL LETTER U"
"t",128,"U+0074","LATIN SMALL LETTER T"
"b",87,"U+0062","LATIN SMALL LETTER B"
"j",85,"U+006A","LATIN SMALL LETTER J"
"m",83,"U+006D","LATIN SMALL LETTER M"
",",42,"U+002C","COMMA"
".",41,"U+002E","FULL STOP"
"s",40,"U+0073","LATIN SMALL LETTER S"
"y",23,"U+0079","LATIN SMALL LETTER Y"
"w",21,"U+0077","LATIN SMALL LETTER W"
"ⁿ",2,"U+207F","SUPERSCRIPT LATIN SMALL LETTER N"
"-",1,"U+002D","HYPHEN-MINUS"
":",1,"U+003A","COLON"
"ó",1,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"ú",1,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
