"Grapheme","Frequency","Codepoint","UnicodeName"
"a",3482120,"U+0061","LATIN SMALL LETTER A"
"e",2904884,"U+0065","LATIN SMALL LETTER E"
"i",2818592,"U+0069","LATIN SMALL LETTER I"
"n",2376214,"U+006E","LATIN SMALL LETTER N"
"r",2067609,"U+0072","LATIN SMALL LETTER R"
"l",1719808,"U+006C","LATIN SMALL LETTER L"
"m",1442041,"U+006D","LATIN SMALL LETTER M"
"ı",1388844,"U+0131","LATIN SMALL LETTER DOTLESS I"
"d",1323301,"U+0064","LATIN SMALL LETTER D"
"k",1219660,"U+006B","LATIN SMALL LETTER K"
"y",1136241,"U+0079","LATIN SMALL LETTER Y"
"u",1119904,"U+0075","LATIN SMALL LETTER U"
".",1005858,"U+002E","FULL STOP"
"s",936152,"U+0073","LATIN SMALL LETTER S"
"t",911492,"U+0074","LATIN SMALL LETTER T"
"o",899491,"U+006F","LATIN SMALL LETTER O"
"b",732471,"U+0062","LATIN SMALL LETTER B"
"ü",508457,"U+00FC","LATIN SMALL LETTER U WITH DIAERESIS"
"z",504428,"U+007A","LATIN SMALL LETTER Z"
"ş",459008,"U+015F","LATIN SMALL LETTER S WITH CEDILLA"
"g",356382,"U+0067","LATIN SMALL LETTER G"
"ğ",344131,"U+011F","LATIN SMALL LETTER G WITH BREVE"
"c",313370,"U+0063","LATIN SMALL LETTER C"
"h",309301,"U+0068","LATIN SMALL LETTER H"
"ç",306288,"U+00E7","LATIN SMALL LETTER C WITH CEDILLA"
"v",299807,"U+0076","LATIN SMALL LETTER V"
",",275561,"U+002C","COMMA"
"B",252607,"U+0042","LATIN CAPITAL LETTER B"
"ö",239745,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
"p",223290,"U+0070","LATIN SMALL LETTER P"
"?",203994,"U+003F","QUESTION MARK"
"S",128816,"U+0053","LATIN CAPITAL LETTER S"
"A",125392,"U+0041","LATIN CAPITAL LETTER A"
"-",124876,"U+002D","HYPHEN-MINUS"
"f",117604,"U+0066","LATIN SMALL LETTER F"
"'",109132,"U+0027","APOSTROPHE"
"H",95088,"U+0048","LATIN CAPITAL LETTER H"
"K",85961,"U+004B","LATIN CAPITAL LETTER K"
"E",74385,"U+0045","LATIN CAPITAL LETTER E"
"O",72230,"U+004F","LATIN CAPITAL LETTER O"
"T",72027,"U+0054","LATIN CAPITAL LETTER T"
"N",66152,"U+004E","LATIN CAPITAL LETTER N"
"D",65890,"U+0044","LATIN CAPITAL LETTER D"
"!",64478,"U+0021","EXCLAMATION MARK"
"Y",59667,"U+0059","LATIN CAPITAL LETTER Y"
"G",54810,"U+0047","LATIN CAPITAL LETTER G"
"İ",53986,"U+0130","LATIN CAPITAL LETTER I WITH DOT ABOVE"
"M",51771,"U+004D","LATIN CAPITAL LETTER M"
"P",36922,"U+0050","LATIN CAPITAL LETTER P"
"R",34658,"U+0052","LATIN CAPITAL LETTER R"
"Ç",29514,"U+00C7","LATIN CAPITAL LETTER C WITH CEDILLA"
"C",28469,"U+0043","LATIN CAPITAL LETTER C"
"L",27548,"U+004C","LATIN CAPITAL LETTER L"
"""",24913,"U+0022","QUOTATION MARK"
"V",24164,"U+0056","LATIN CAPITAL LETTER V"
"Ş",24065,"U+015E","LATIN CAPITAL LETTER S WITH CEDILLA"
"J",18116,"U+004A","LATIN CAPITAL LETTER J"
"Ö",17837,"U+00D6","LATIN CAPITAL LETTER O WITH DIAERESIS"
"â",17325,"U+00E2","LATIN SMALL LETTER A WITH CIRCUMFLEX"
"F",16459,"U+0046","LATIN CAPITAL LETTER F"
"0",14925,"U+0030","DIGIT ZERO"
"j",13019,"U+006A","LATIN SMALL LETTER J"
"U",12561,"U+0055","LATIN CAPITAL LETTER U"
"I",12503,"U+0049","LATIN CAPITAL LETTER I"
"1",12201,"U+0031","DIGIT ONE"
"“",9406,"U+201C","LEFT DOUBLE QUOTATION MARK"
"w",9113,"U+0077","LATIN SMALL LETTER W"
"Ü",8737,"U+00DC","LATIN CAPITAL LETTER U WITH DIAERESIS"
"W",8718,"U+0057","LATIN CAPITAL LETTER W"
"2",8312,"U+0032","DIGIT TWO"
"Z",8224,"U+005A","LATIN CAPITAL LETTER Z"
"”",7745,"U+201D","RIGHT DOUBLE QUOTATION MARK"
":",7506,"U+003A","COLON"
"5",5321,"U+0035","DIGIT FIVE"
"3",4941,"U+0033","DIGIT THREE"
"x",4517,"U+0078","LATIN SMALL LETTER X"
"4",4200,"U+0034","DIGIT FOUR"
"9",3599,"U+0039","DIGIT NINE"
"6",3516,"U+0036","DIGIT SIX"
"#",3481,"U+0023","NUMBER SIGN"
"8",2988,"U+0038","DIGIT EIGHT"
"7",2844,"U+0037","DIGIT SEVEN"
";",2757,"U+003B","SEMICOLON"
"♪",2241,"U+266A","EIGHTH NOTE"
"‘",2052,"U+2018","LEFT SINGLE QUOTATION MARK"
"’",1754,"U+2019","RIGHT SINGLE QUOTATION MARK"
"*",1362,"U+002A","ASTERISK"
"Q",1001,"U+0051","LATIN CAPITAL LETTER Q"
"[",798,"U+005B","LEFT SQUARE BRACKET"
"]",759,"U+005D","RIGHT SQUARE BRACKET"
"X",729,"U+0058","LATIN CAPITAL LETTER X"
"~",681,"U+007E","TILDE"
"—",665,"U+2014","EM DASH"
"–",640,"U+2013","EN DASH"
"Ğ",610,"U+011E","LATIN CAPITAL LETTER G WITH BREVE"
"ý",562,"U+00FD","LATIN SMALL LETTER Y WITH ACUTE"
")",523,"U+0029","RIGHT PARENTHESIS"
"(",500,"U+0028","LEFT PARENTHESIS"
"q",485,"U+0071","LATIN SMALL LETTER Q"
"%",462,"U+0025","PERCENT SIGN"
"/",436,"U+002F","SOLIDUS"
"û",392,"U+00FB","LATIN SMALL LETTER U WITH CIRCUMFLEX"
"_",334,"U+005F","LOW LINE"
"¶",320,"U+00B6","PILCROW SIGN"
"î",298,"U+00EE","LATIN SMALL LETTER I WITH CIRCUMFLEX"
"ª",248,"U+00AA","FEMININE ORDINAL INDICATOR"
"™",243,"U+2122","TRADE MARK SIGN"
"ţ",180,"U+0163","LATIN SMALL LETTER T WITH CEDILLA"
"@",161,"U+0040","COMMERCIAL AT"
"é",136,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"Â",121,"U+00C2","LATIN CAPITAL LETTER A WITH CIRCUMFLEX"
"đ",118,"U+0111","LATIN SMALL LETTER D WITH STROKE"
"",105,"U+009E","<control-009E>"
"$",101,"U+0024","DOLLAR SIGN"
"=",82,"U+003D","EQUALS SIGN"
"á",66,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"}",63,"U+007D","RIGHT CURLY BRACKET"
"ñ",63,"U+00F1","LATIN SMALL LETTER N WITH TILDE"
"Ã",53,"U+00C3","LATIN CAPITAL LETTER A WITH TILDE"
"\",46,"U+005C","REVERSE SOLIDUS"
"+",46,"U+002B","PLUS SIGN"
"|",40,"U+007C","VERTICAL LINE"
" ",38,"U+00A0","NO-BREAK SPACE"
"£",35,"U+00A3","POUND SIGN"
"ó",35,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"{",33,"U+007B","LEFT CURLY BRACKET"
"…",28,"U+2026","HORIZONTAL ELLIPSIS"
"è",27,"U+00E8","LATIN SMALL LETTER E WITH GRAVE"
"í",27,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"♬",23,"U+266C","BEAMED SIXTEENTH NOTES"
"°",20,"U+00B0","DEGREE SIGN"
"®",20,"U+00AE","REGISTERED SIGN"
"Å",19,"U+00C5","LATIN CAPITAL LETTER A WITH RING ABOVE"
"Ä",19,"U+00C4","LATIN CAPITAL LETTER A WITH DIAERESIS"
"©",18,"U+00A9","COPYRIGHT SIGN"
"Ý",16,"U+00DD","LATIN CAPITAL LETTER Y WITH ACUTE"
"ä",15,"U+00E4","LATIN SMALL LETTER A WITH DIAERESIS"
"ã",15,"U+00E3","LATIN SMALL LETTER A WITH TILDE"
"​",14,"U+200B","ZERO WIDTH SPACE"
"¢",14,"U+00A2","CENT SIGN"
"Ţ",14,"U+0162","LATIN CAPITAL LETTER T WITH CEDILLA"
"²",13,"U+00B2","SUPERSCRIPT TWO"
"Û",13,"U+00DB","LATIN CAPITAL LETTER U WITH CIRCUMFLEX"
"¤",12,"U+00A4","CURRENCY SIGN"
"É",12,"U+00C9","LATIN CAPITAL LETTER E WITH ACUTE"
"ê",12,"U+00EA","LATIN SMALL LETTER E WITH CIRCUMFLEX"
"ø",12,"U+00F8","LATIN SMALL LETTER O WITH STROKE"
"",11,"U+0087","<control-0087>"
"à",11,"U+00E0","LATIN SMALL LETTER A WITH GRAVE"
"Î",10,"U+00CE","LATIN CAPITAL LETTER I WITH CIRCUMFLEX"
"å",8,"U+00E5","LATIN SMALL LETTER A WITH RING ABOVE"
"ë",7,"U+00EB","LATIN SMALL LETTER E WITH DIAERESIS"
"Á",6,"U+00C1","LATIN CAPITAL LETTER A WITH ACUTE"
"",5,"U+0096","<control-0096>"
"",5,"U+0099","<control-0099>"
"ß",5,"U+00DF","LATIN SMALL LETTER SHARP S"
"",4,"U+009F","<control-009F>"
"‚",4,"U+201A","SINGLE LOW-9 QUOTATION MARK"
"⚇",4,"U+2687","WHITE CIRCLE WITH TWO DOTS"
"ô",4,"U+00F4","LATIN SMALL LETTER O WITH CIRCUMFLEX"
"ú",4,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
"¿",3,"U+00BF","INVERTED QUESTION MARK"
"",2,"U+009C","<control-009C>"
"¡",2,"U+00A1","INVERTED EXCLAMATION MARK"
"§",2,"U+00A7","SECTION SIGN"
"‡",2,"U+2021","DOUBLE DAGGER"
"´",2,"U+00B4","ACUTE ACCENT"
"^",2,"U+005E","CIRCUMFLEX ACCENT"
"♾",2,"U+267E","PERMANENT PAPER SIGN"
"€",2,"U+20AC","EURO SIGN"
"",1,"U+009D","<control-009D>"
"	",1,"U+0009","<control-0009>"
"•",1,"U+2022","BULLET"
"÷",1,"U+00F7","DIVISION SIGN"
"¬",1,"U+00AC","NOT SIGN"
"½",1,"U+00BD","VULGAR FRACTION ONE HALF"
"Æ",1,"U+00C6","LATIN CAPITAL LETTER AE"
"ù",1,"U+00F9","LATIN SMALL LETTER U WITH GRAVE"
"þ",1,"U+00FE","LATIN SMALL LETTER THORN"
"한",1,"U+D55C","HANGUL SYLLABLE HAN"
