"Grapheme","Frequency","Codepoint","UnicodeName"
"e",4391690,"U+0065","LATIN SMALL LETTER E"
"n",2656224,"U+006E","LATIN SMALL LETTER N"
"i",2001925,"U+0069","LATIN SMALL LETTER I"
"r",1838526,"U+0072","LATIN SMALL LETTER R"
"t",1485795,"U+0074","LATIN SMALL LETTER T"
"s",1484516,"U+0073","LATIN SMALL LETTER S"
"a",1376723,"U+0061","LATIN SMALL LETTER A"
"h",1272768,"U+0068","LATIN SMALL LETTER H"
"d",1252482,"U+0064","LATIN SMALL LETTER D"
"u",981323,"U+0075","LATIN SMALL LETTER U"
"l",942628,"U+006C","LATIN SMALL LETTER L"
"c",841761,"U+0063","LATIN SMALL LETTER C"
"g",717425,"U+0067","LATIN SMALL LETTER G"
"o",620983,"U+006F","LATIN SMALL LETTER O"
"m",615825,"U+006D","LATIN SMALL LETTER M"
",",465831,"U+002C","COMMA"
"b",441532,"U+0062","LATIN SMALL LETTER B"
"w",382382,"U+0077","LATIN SMALL LETTER W"
"f",367529,"U+0066","LATIN SMALL LETTER F"
".",289805,"U+002E","FULL STOP"
"z",267423,"U+007A","LATIN SMALL LETTER Z"
"k",257151,"U+006B","LATIN SMALL LETTER K"
"ü",164468,"U+00FC","LATIN SMALL LETTER U WITH DIAERESIS"
"v",164249,"U+0076","LATIN SMALL LETTER V"
"S",155226,"U+0053","LATIN CAPITAL LETTER S"
"ä",140074,"U+00E4","LATIN SMALL LETTER A WITH DIAERESIS"
"p",137191,"U+0070","LATIN SMALL LETTER P"
"ß",107444,"U+00DF","LATIN SMALL LETTER SHARP S"
"D",98455,"U+0044","LATIN CAPITAL LETTER D"
"A",97771,"U+0041","LATIN CAPITAL LETTER A"
"G",84545,"U+0047","LATIN CAPITAL LETTER G"
"B",82510,"U+0042","LATIN CAPITAL LETTER B"
"W",81283,"U+0057","LATIN CAPITAL LETTER W"
"E",79080,"U+0045","LATIN CAPITAL LETTER E"
"ö",78048,"U+00F6","LATIN SMALL LETTER O WITH DIAERESIS"
