"Grapheme","Frequency","Codepoint","UnicodeName"
"ಯ",211,"U+0CAF","KANNADA LETTER YA"
"ರ",200,"U+0CB0","KANNADA LETTER RA"
"ವ",195,"U+0CB5","KANNADA LETTER VA"
"ದ",171,"U+0CA6","KANNADA LETTER DA"
"ಗ",167,"U+0C97","KANNADA LETTER GA"
"ನ್",132,"U+0CA8, U+0CCD","KANNADA LETTER NA, KANNADA SIGN VIRAMA"
"ಕ್",124,"U+0C95, U+0CCD","KANNADA LETTER KA, KANNADA SIGN VIRAMA"
"ವಾ",118,"U+0CB5, U+0CBE","KANNADA LETTER VA, KANNADA VOWEL SIGN AA"
"ಸ",114,"U+0CB8","KANNADA LETTER SA"
".",108,"U+002E","FULL STOP"
"ತ್",107,"U+0CA4, U+0CCD","KANNADA LETTER TA, KANNADA SIGN VIRAMA"
"ನ",106,"U+0CA8","KANNADA LETTER NA"
"ಲ್",100,"U+0CB2, U+0CCD","KANNADA LETTER LA, KANNADA SIGN VIRAMA"
"ಳ",100,"U+0CB3","KANNADA LETTER LLA"
"ತ",99,"U+0CA4","KANNADA LETTER TA"
"ನಿ",91,"U+0CA8, U+0CBF","KANNADA LETTER NA, KANNADA VOWEL SIGN I"
"ಪ್",81,"U+0CAA, U+0CCD","KANNADA LETTER PA, KANNADA SIGN VIRAMA"
"ತಿ",80,"U+0CA4, U+0CBF","KANNADA LETTER TA, KANNADA VOWEL SIGN I"
"ನು",79,"U+0CA8, U+0CC1","KANNADA LETTER NA, KANNADA VOWEL SIGN U"
"ಮ",78,"U+0CAE","KANNADA LETTER MA"
"ರ್",77,"U+0CB0, U+0CCD","KANNADA LETTER RA, KANNADA SIGN VIRAMA"
"ಹ",77,"U+0CB9","KANNADA LETTER HA"
"ಅ",75,"U+0C85","KANNADA LETTER A"
"ಕ",74,"U+0C95","KANNADA LETTER KA"
",",72,"U+002C","COMMA"
"ಲಿ",71,"U+0CB2, U+0CBF","KANNADA LETTER LA, KANNADA VOWEL SIGN I"
"ಗಿ",69,"U+0C97, U+0CBF","KANNADA LETTER GA, KANNADA VOWEL SIGN I"
"ಗೂ",66,"U+0C97, U+0CC2","KANNADA LETTER GA, KANNADA VOWEL SIGN UU"
"ಸ್",64,"U+0CB8, U+0CCD","KANNADA LETTER SA, KANNADA SIGN VIRAMA"
"ಪ",61,"U+0CAA","KANNADA LETTER PA"
"ಮಾ",57,"U+0CAE, U+0CBE","KANNADA LETTER MA, KANNADA VOWEL SIGN AA"
"ನೆ",53,"U+0CA8, U+0CC6","KANNADA LETTER NA, KANNADA VOWEL SIGN E"
"ಬ",53,"U+0CAC","KANNADA LETTER BA"
"ಯಾ",50,"U+0CAF, U+0CBE","KANNADA LETTER YA, KANNADA VOWEL SIGN AA"
"ಧ",48,"U+0CA7","KANNADA LETTER DHA"
"ವಿ",47,"U+0CB5, U+0CBF","KANNADA LETTER VA, KANNADA VOWEL SIGN I"
"ವು",47,"U+0CB5, U+0CC1","KANNADA LETTER VA, KANNADA VOWEL SIGN U"
"ಲ",45,"U+0CB2","KANNADA LETTER LA"
"ರಾ",43,"U+0CB0, U+0CBE","KANNADA LETTER RA, KANNADA VOWEL SIGN AA"
"ನೂ",42,"U+0CA8, U+0CC2","KANNADA LETTER NA, KANNADA VOWEL SIGN UU"
"ಕು",38,"U+0C95, U+0CC1","KANNADA LETTER KA, KANNADA VOWEL SIGN U"
"ಟು",38,"U+0C9F, U+0CC1","KANNADA LETTER TTA, KANNADA VOWEL SIGN U"
"ಟ್",38,"U+0C9F, U+0CCD","KANNADA LETTER TTA, KANNADA SIGN VIRAMA"
"ದ್",38,"U+0CA6, U+0CCD","KANNADA LETTER DA, KANNADA SIGN VIRAMA"
"ರು",38,"U+0CB0, U+0CC1","KANNADA LETTER RA, KANNADA VOWEL SIGN U"
"ಲಾ",38,"U+0CB2, U+0CBE","KANNADA LETTER LA, KANNADA VOWEL SIGN AA"
"ಲೂ",38,"U+0CB2, U+0CC2","KANNADA LETTER LA, KANNADA VOWEL SIGN UU"
"ಳಿ",37,"U+0CB3, U+0CBF","KANNADA LETTER LLA, KANNADA VOWEL SIGN I"
"ದು",36,"U+0CA6, U+0CC1","KANNADA LETTER DA, KANNADA VOWEL SIGN U"
"ಬಂ",35,"U+0CAC, U+0C82","KANNADA LETTER BA, KANNADA SIGN ANUSVARA"
"ಬ್",34,"U+0CAC, U+0CCD","KANNADA LETTER BA, KANNADA SIGN VIRAMA"
"ಯೊ",34,"U+0CAF, U+0CCA","KANNADA LETTER YA, KANNADA VOWEL SIGN O"
"ಕಾ",33,"U+0C95, U+0CBE","KANNADA LETTER KA, KANNADA VOWEL SIGN AA"
"ಸಂ",33,"U+0CB8, U+0C82","KANNADA LETTER SA, KANNADA SIGN ANUSVARA"
"ಸು",33,"U+0CB8, U+0CC1","KANNADA LETTER SA, KANNADA VOWEL SIGN U"
"ಗೆ",31,"U+0C97, U+0CC6","KANNADA LETTER GA, KANNADA VOWEL SIGN E"
"ತಂ",31,"U+0CA4, U+0C82","KANNADA LETTER TA, KANNADA SIGN ANUSVARA"
"ಥ",31,"U+0CA5","KANNADA LETTER THA"
"ದಾ",31,"U+0CA6, U+0CBE","KANNADA LETTER DA, KANNADA VOWEL SIGN AA"
