"Grapheme","Frequency","Codepoint","UnicodeName"
"α",1973,"U+03B1","GREEK SMALL LETTER ALPHA"
"ι",1499,"U+03B9","GREEK SMALL LETTER IOTA"
"τ",1432,"U+03C4","GREEK SMALL LETTER TAU"
"ν",1299,"U+03BD","GREEK SMALL LETTER NU"
"ε",1288,"U+03B5","GREEK SMALL LETTER EPSILON"
"ο",1172,"U+03BF","GREEK SMALL LETTER OMICRON"
"κ",960,"U+03BA","GREEK SMALL LETTER KAPPA"
"σ",818,"U+03C3","GREEK SMALL LETTER SIGMA"
"π",744,"U+03C0","GREEK SMALL LETTER PI"
"ρ",732,"U+03C1","GREEK SMALL LETTER RHO"
"ς",682,"U+03C2","GREEK SMALL LETTER FINAL SIGMA"
"η",604,"U+03B7","GREEK SMALL LETTER ETA"
"μ",560,"U+03BC","GREEK SMALL LETTER MU"
"υ",513,"U+03C5","GREEK SMALL LETTER UPSILON"
"δ",444,"U+03B4","GREEK SMALL LETTER DELTA"
"λ",436,"U+03BB","GREEK SMALL LETTER LAMDA"
"ω",342,"U+03C9","GREEK SMALL LETTER OMEGA"
"θ",332,"U+03B8","GREEK SMALL LETTER THETA"
"ί",305,"U+03AF","GREEK SMALL LETTER IOTA WITH TONOS"
",",278,"U+002C","COMMA"
"γ",222,"U+03B3","GREEK SMALL LETTER GAMMA"
"ί",210,"U+1F77","GREEK SMALL LETTER IOTA WITH OXIA"
"χ",200,"U+03C7","GREEK SMALL LETTER CHI"
"έ",191,"U+03AD","GREEK SMALL LETTER EPSILON WITH TONOS"
"ά",171,"U+03AC","GREEK SMALL LETTER ALPHA WITH TONOS"
"ή",165,"U+03AE","GREEK SMALL LETTER ETA WITH TONOS"
"ὰ",160,"U+1F70","GREEK SMALL LETTER ALPHA WITH VARIA"
".",148,"U+002E","FULL STOP"
"ό",145,"U+03CC","GREEK SMALL LETTER OMICRON WITH TONOS"
"ὶ",141,"U+1F76","GREEK SMALL LETTER IOTA WITH VARIA"
"ὴ",134,"U+1F74","GREEK SMALL LETTER ETA WITH VARIA"
"Ρ",128,"U+03A1","GREEK CAPITAL LETTER RHO"
"έ",121,"U+1F73","GREEK SMALL LETTER EPSILON WITH OXIA"
"ξ",118,"U+03BE","GREEK SMALL LETTER XI"
"ἀ",117,"U+1F00","GREEK SMALL LETTER ALPHA WITH PSILI"
"ά",115,"U+1F71","GREEK SMALL LETTER ALPHA WITH OXIA"
"ὸ",113,"U+1F78","GREEK SMALL LETTER OMICRON WITH VARIA"
"ἐ",104,"U+1F10","GREEK SMALL LETTER EPSILON WITH PSILI"
"φ",96,"U+03C6","GREEK SMALL LETTER PHI"
"ὲ",88,"U+1F72","GREEK SMALL LETTER EPSILON WITH VARIA"
"Κ",86,"U+039A","GREEK CAPITAL LETTER KAPPA"
"Ο",79,"U+039F","GREEK CAPITAL LETTER OMICRON"
"ώ",79,"U+03CE","GREEK SMALL LETTER OMEGA WITH TONOS"
"Α",78,"U+0391","GREEK CAPITAL LETTER ALPHA"
"ύ",78,"U+03CD","GREEK SMALL LETTER UPSILON WITH TONOS"
"β",74,"U+03B2","GREEK SMALL LETTER BETA"
"ό",73,"U+1F79","GREEK SMALL LETTER OMICRON WITH OXIA"
"ῆ",67,"U+1FC6","GREEK SMALL LETTER ETA WITH PERISPOMENI"
"Θ",62,"U+0398","GREEK CAPITAL LETTER THETA"
"ή",59,"U+1F75","GREEK SMALL LETTER ETA WITH OXIA"
"ῶ",57,"U+1FF6","GREEK SMALL LETTER OMEGA WITH PERISPOMENI"
"ζ",54,"U+03B6","GREEK SMALL LETTER ZETA"
"ἔ",51,"U+1F14","GREEK SMALL LETTER EPSILON WITH PSILI AND OXIA"
"ώ",44,"U+1F7D","GREEK SMALL LETTER OMEGA WITH OXIA"
"ῖ",43,"U+1FD6","GREEK SMALL LETTER IOTA WITH PERISPOMENI"
"ύ",43,"U+1F7B","GREEK SMALL LETTER UPSILON WITH OXIA"
"ῦ",40,"U+1FE6","GREEK SMALL LETTER UPSILON WITH PERISPOMENI"
"ὺ",37,"U+1F7A","GREEK SMALL LETTER UPSILON WITH VARIA"
"ἄ",31,"U+1F04","GREEK SMALL LETTER ALPHA WITH PSILI AND OXIA"
"1",30,"U+0031","DIGIT ONE"
"Η",30,"U+0397","GREEK CAPITAL LETTER ETA"
"ἰ",30,"U+1F30","GREEK SMALL LETTER IOTA WITH PSILI"
"Ε",28,"U+0395","GREEK CAPITAL LETTER EPSILON"
"ἢ",27,"U+1F22","GREEK SMALL LETTER ETA WITH PSILI AND VARIA"
"2",26,"U+0032","DIGIT TWO"
"ὁ",26,"U+1F41","GREEK SMALL LETTER OMICRON WITH DASIA"
"ὑ",25,"U+1F51","GREEK SMALL LETTER UPSILON WITH DASIA"
"Δ",24,"U+0394","GREEK CAPITAL LETTER DELTA"
"ἡ",24,"U+1F21","GREEK SMALL LETTER ETA WITH DASIA"
"ὅ",24,"U+1F45","GREEK SMALL LETTER OMICRON WITH DASIA AND OXIA"
"Ι",22,"U+0399","GREEK CAPITAL LETTER IOTA"
"ὐ",21,"U+1F50","GREEK SMALL LETTER UPSILON WITH PSILI"
"ἱ",20,"U+1F31","GREEK SMALL LETTER IOTA WITH DASIA"
"ἴ",19,"U+1F34","GREEK SMALL LETTER IOTA WITH PSILI AND OXIA"
"ψ",18,"U+03C8","GREEK SMALL LETTER PSI"
"Ἡ",16,"U+1F29","GREEK CAPITAL LETTER ETA WITH DASIA"
"Ἐ",13,"U+1F18","GREEK CAPITAL LETTER EPSILON WITH PSILI"
"ἶ",13,"U+1F36","GREEK SMALL LETTER IOTA WITH PSILI AND PERISPOMENI"
"Ν",10,"U+039D","GREEK CAPITAL LETTER NU"
"Σ",10,"U+03A3","GREEK CAPITAL LETTER SIGMA"
"Τ",10,"U+03A4","GREEK CAPITAL LETTER TAU"
"Υ",10,"U+03A5","GREEK CAPITAL LETTER UPSILON"
"0",8,"U+0030","DIGIT ZERO"
"3",8,"U+0033","DIGIT THREE"
"4",8,"U+0034","DIGIT FOUR"
"8",8,"U+0038","DIGIT EIGHT"
"9",8,"U+0039","DIGIT NINE"
"Μ",8,"U+039C","GREEK CAPITAL LETTER MU"
"5",6,"U+0035","DIGIT FIVE"
"6",6,"U+0036","DIGIT SIX"
"7",6,"U+0037","DIGIT SEVEN"
"ᾶ",6,"U+1FB6","GREEK SMALL LETTER ALPHA WITH PERISPOMENI"
"Γ",6,"U+0393","GREEK CAPITAL LETTER GAMMA"
"Π",6,"U+03A0","GREEK CAPITAL LETTER PI"
"ὡ",6,"U+1F61","GREEK SMALL LETTER OMEGA WITH DASIA"
"Ὅ",5,"U+1F4D","GREEK CAPITAL LETTER OMICRON WITH DASIA AND OXIA"
"Ό",5,"U+038C","GREEK CAPITAL LETTER OMICRON WITH TONOS"
"ἕ",4,"U+1F15","GREEK SMALL LETTER EPSILON WITH DASIA AND OXIA"
"Ω",4,"U+03A9","GREEK CAPITAL LETTER OMEGA"
"ὼ",4,"U+1F7C","GREEK SMALL LETTER OMEGA WITH VARIA"
"ἂ",3,"U+1F02","GREEK SMALL LETTER ALPHA WITH PSILI AND VARIA"
"ἑ",3,"U+1F11","GREEK SMALL LETTER EPSILON WITH DASIA"
"ὔ",3,"U+1F54","GREEK SMALL LETTER UPSILON WITH PSILI AND OXIA"
"Ἀ",2,"U+1F08","GREEK CAPITAL LETTER ALPHA WITH PSILI"
"Β",2,"U+0392","GREEK CAPITAL LETTER BETA"
"ἠ",2,"U+1F20","GREEK SMALL LETTER ETA WITH PSILI"
"ϊ",2,"U+03CA","GREEK SMALL LETTER IOTA WITH DIALYTIKA"
"Λ",2,"U+039B","GREEK CAPITAL LETTER LAMDA"
"Ξ",2,"U+039E","GREEK CAPITAL LETTER XI"
"ὀ",2,"U+1F40","GREEK SMALL LETTER OMICRON WITH PSILI"
"Χ",2,"U+03A7","GREEK CAPITAL LETTER CHI"
"ὥ",2,"U+1F65","GREEK SMALL LETTER OMEGA WITH DASIA AND OXIA"
"ἁ",1,"U+1F01","GREEK SMALL LETTER ALPHA WITH DASIA"
