"Grapheme","Frequency","Codepoint","UnicodeName"
"a",1052979,"U+0061","LATIN SMALL LETTER A"
"n",634812,"U+006E","LATIN SMALL LETTER N"
"g",363267,"U+0067","LATIN SMALL LETTER G"
"i",362388,"U+0069","LATIN SMALL LETTER I"
"t",196440,"U+0074","LATIN SMALL LETTER T"
"s",189004,"U+0073","LATIN SMALL LETTER S"
"l",178416,"U+006C","LATIN SMALL LETTER L"
"m",156769,"U+006D","LATIN SMALL LETTER M"
"o",149890,"U+006F","LATIN SMALL LETTER O"
"u",147128,"U+0075","LATIN SMALL LETTER U"
"y",139479,"U+0079","LATIN SMALL LETTER Y"
"p",123722,"U+0070","LATIN SMALL LETTER P"
"k",92091,"U+006B","LATIN SMALL LETTER K"
"b",85895,"U+0062","LATIN SMALL LETTER B"
"g̃",73564,"U+0067, U+0303","LATIN SMALL LETTER G, COMBINING TILDE"
"c",72557,"U+0063","LATIN SMALL LETTER C"
"d",72476,"U+0064","LATIN SMALL LETTER D"
"h",71621,"U+0068","LATIN SMALL LETTER H"
",",69197,"U+002C","COMMA"
"r",66804,"U+0072","LATIN SMALL LETTER R"
"á",66033,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
".",56353,"U+002E","FULL STOP"
"e",35761,"U+0065","LATIN SMALL LETTER E"
"w",33049,"U+0077","LATIN SMALL LETTER W"
"ó",27936,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"A",16456,"U+0041","LATIN CAPITAL LETTER A"
"í",15929,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"'",14553,"U+0027","APOSTROPHE"
"—",14163,"U+2014","EM DASH"
"~",13263,"U+007E","TILDE"
"S",11578,"U+0053","LATIN CAPITAL LETTER S"
"P",9805,"U+0050","LATIN CAPITAL LETTER P"
"â",9511,"U+00E2","LATIN SMALL LETTER A WITH CIRCUMFLEX"
"-",9316,"U+002D","HYPHEN-MINUS"
"M",8495,"U+004D","LATIN CAPITAL LETTER M"
"N",7767,"U+004E","LATIN CAPITAL LETTER N"
";",7450,"U+003B","SEMICOLON"
"q",7334,"U+0071","LATIN SMALL LETTER Q"
"î",7289,"U+00EE","LATIN SMALL LETTER I WITH CIRCUMFLEX"
"à",7240,"U+00E0","LATIN SMALL LETTER A WITH GRAVE"
"""",6979,"U+0022","QUOTATION MARK"
"I",6171,"U+0049","LATIN CAPITAL LETTER I"
"!",6104,"U+0021","EXCLAMATION MARK"
"’",6099,"U+2019","RIGHT SINGLE QUOTATION MARK"
"D",5575,"U+0044","LATIN CAPITAL LETTER D"
"?",5544,"U+003F","QUESTION MARK"
"T",5066,"U+0054","LATIN CAPITAL LETTER T"
"B",4844,"U+0042","LATIN CAPITAL LETTER B"
"C",4650,"U+0043","LATIN CAPITAL LETTER C"
"G",4475,"U+0047","LATIN CAPITAL LETTER G"
"1",4298,"U+0031","DIGIT ONE"
"ú",4246,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
"L",4206,"U+004C","LATIN CAPITAL LETTER L"
":",4123,"U+003A","COLON"
"¡",4026,"U+00A1","INVERTED EXCLAMATION MARK"
"H",4005,"U+0048","LATIN CAPITAL LETTER H"
"K",3994,"U+004B","LATIN CAPITAL LETTER K"
"¿",3610,"U+00BF","INVERTED QUESTION MARK"
"ô",3513,"U+00F4","LATIN SMALL LETTER O WITH CIRCUMFLEX"
"ì",3430,"U+00EC","LATIN SMALL LETTER I WITH GRAVE"
"E",3072,"U+0045","LATIN CAPITAL LETTER E"
"2",3029,"U+0032","DIGIT TWO"
"f",2820,"U+0066","LATIN SMALL LETTER F"
"ò",2815,"U+00F2","LATIN SMALL LETTER O WITH GRAVE"
"z",2738,"U+007A","LATIN SMALL LETTER Z"
"R",2725,"U+0052","LATIN CAPITAL LETTER R"
"[",2580,"U+005B","LEFT SQUARE BRACKET"
"]",2580,"U+005D","RIGHT SQUARE BRACKET"
"v",2482,"U+0076","LATIN SMALL LETTER V"
"3",1958,"U+0033","DIGIT THREE"
"ñ",1914,"U+00F1","LATIN SMALL LETTER N WITH TILDE"
")",1813,"U+0029","RIGHT PARENTHESIS"
"(",1807,"U+0028","LEFT PARENTHESIS"
"J",1799,"U+004A","LATIN CAPITAL LETTER J"
"8",1775,"U+0038","DIGIT EIGHT"
"O",1700,"U+004F","LATIN CAPITAL LETTER O"
"F",1637,"U+0046","LATIN CAPITAL LETTER F"
"4",1620,"U+0034","DIGIT FOUR"
"9",1551,"U+0039","DIGIT NINE"
"5",1544,"U+0035","DIGIT FIVE"
"6",1509,"U+0036","DIGIT SIX"
"0",1348,"U+0030","DIGIT ZERO"
"7",1348,"U+0037","DIGIT SEVEN"
"U",1158,"U+0055","LATIN CAPITAL LETTER U"
"“",1155,"U+201C","LEFT DOUBLE QUOTATION MARK"
"é",1149,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
" ",970,"U+00A0","NO-BREAK SPACE"
"”",939,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"V",886,"U+0056","LATIN CAPITAL LETTER V"
"W",833,"U+0057","LATIN CAPITAL LETTER W"
"j",829,"U+006A","LATIN SMALL LETTER J"
"«",652,"U+00AB","LEFT-POINTING DOUBLE ANGLE QUOTATION MARK"
"»",650,"U+00BB","RIGHT-POINTING DOUBLE ANGLE QUOTATION MARK"
"Y",543,"U+0059","LATIN CAPITAL LETTER Y"
"Z",301,"U+005A","LATIN CAPITAL LETTER Z"
"x",282,"U+0078","LATIN SMALL LETTER X"
"X",251,"U+0058","LATIN CAPITAL LETTER X"
"û",212,"U+00FB","LATIN SMALL LETTER U WITH CIRCUMFLEX"
"б",176,"U+0431","CYRILLIC SMALL LETTER BE"
"у",175,"U+0443","CYRILLIC SMALL LETTER U"
"ù",150,"U+00F9","LATIN SMALL LETTER U WITH GRAVE"
"Q",142,"U+0051","LATIN CAPITAL LETTER Q"
"=",102,"U+003D","EQUALS SIGN"
"Ñ",79,"U+00D1","LATIN CAPITAL LETTER N WITH TILDE"
"Á",77,"U+00C1","LATIN CAPITAL LETTER A WITH ACUTE"
"н",61,"U+043D","CYRILLIC SMALL LETTER EN"
