"Grapheme","Frequency","Codepoint","UnicodeName"
"i",817,"U+0069","LATIN SMALL LETTER I"
"a",773,"U+0061","LATIN SMALL LETTER A"
"ː",584,"U+02D0","MODIFIER LETTER TRIANGULAR COLON"
"ʔ",530,"U+0294","LATIN LETTER GLOTTAL STOP"
"k",503,"U+006B","LATIN SMALL LETTER K"
"h",465,"U+0068","LATIN SMALL LETTER H"
"r",376,"U+0072","LATIN SMALL LETTER R"
"s",252,"U+0073","LATIN SMALL LETTER S"
"w",217,"U+0077","LATIN SMALL LETTER W"
"n",177,"U+006E","LATIN SMALL LETTER N"
"í",166,"U+0069, U+0301","LATIN SMALL LETTER I, COMBINING ACUTE ACCENT"
"c",157,"U+0063","LATIN SMALL LETTER C"
"e",129,"U+0065","LATIN SMALL LETTER E"
"t",106,"U+0074","LATIN SMALL LETTER T"
"á",98,"U+0061, U+0301","LATIN SMALL LETTER A, COMBINING ACUTE ACCENT"
"y",87,"U+0079","LATIN SMALL LETTER Y"
"é",75,"U+0065, U+0301","LATIN SMALL LETTER E, COMBINING ACUTE ACCENT"
"o",32,"U+006F","LATIN SMALL LETTER O"
"ó",7,"U+006F, U+0301","LATIN SMALL LETTER O, COMBINING ACUTE ACCENT"
".",1,"U+002E","FULL STOP"
