"Grapheme","Frequency","Codepoint","UnicodeName"
"း",887,"U+1038","MYANMAR SIGN VISARGA"
"ာ",691,"U+102C","MYANMAR VOWEL SIGN AA"
"င်",507,"U+1004, U+103A","MYANMAR LETTER NGA, MYANMAR SIGN ASAT"
"အ",439,"U+1021","MYANMAR LETTER A"
"ည်",266,"U+100A, U+103A","MYANMAR LETTER NNYA, MYANMAR SIGN ASAT"
"င့်",251,"U+1004, U+1037, U+103A","MYANMAR LETTER NGA, MYANMAR SIGN DOT BELOW, MYANMAR SIGN ASAT"
"သ",226,"U+101E","MYANMAR LETTER SA"
"ရ",176,"U+101B","MYANMAR LETTER RA"
"က်",169,"U+1000, U+103A","MYANMAR LETTER KA, MYANMAR SIGN ASAT"
"လ",165,"U+101C","MYANMAR LETTER LA"
"၊",142,"U+104A","MYANMAR SIGN LITTLE SECTION"
"မ",122,"U+1019","MYANMAR LETTER MA"
"စ်",119,"U+1005, U+103A","MYANMAR LETTER CA, MYANMAR SIGN ASAT"
"ကို",117,"U+1000, U+102D, U+102F","MYANMAR LETTER KA, MYANMAR VOWEL SIGN I, MYANMAR VOWEL SIGN U"
"ခွ",114,"U+1001, U+103D","MYANMAR LETTER KHA, MYANMAR CONSONANT SIGN MEDIAL WA"
"တ",111,"U+1010","MYANMAR LETTER TA"
"တ်",106,"U+1010, U+103A","MYANMAR LETTER TA, MYANMAR SIGN ASAT"
"ဖြ",104,"U+1016, U+103C","MYANMAR LETTER PHA, MYANMAR CONSONANT SIGN MEDIAL RA"
"ပ်",102,"U+1015, U+103A","MYANMAR LETTER PA, MYANMAR SIGN ASAT"
"သေ",95,"U+101E, U+1031","MYANMAR LETTER SA, MYANMAR VOWEL SIGN E"
"စ",93,"U+1005","MYANMAR LETTER CA"
"န်",91,"U+1014, U+103A","MYANMAR LETTER NA, MYANMAR SIGN ASAT"
"နို",81,"U+1014, U+102D, U+102F","MYANMAR LETTER NA, MYANMAR VOWEL SIGN I, MYANMAR VOWEL SIGN U"
"ရေ",81,"U+101B, U+1031","MYANMAR LETTER RA, MYANMAR VOWEL SIGN E"
"စေ",79,"U+1005, U+1031","MYANMAR LETTER CA, MYANMAR VOWEL SIGN E"
"မျ",79,"U+1019, U+103B","MYANMAR LETTER MA, MYANMAR CONSONANT SIGN MEDIAL YA"
"ခြ",74,"U+1001, U+103C","MYANMAR LETTER KHA, MYANMAR CONSONANT SIGN MEDIAL RA"
"ပ",74,"U+1015","MYANMAR LETTER PA"
"။",72,"U+104B","MYANMAR SIGN SECTION"
"ကေ",71,"U+1000, U+1031","MYANMAR LETTER KA, MYANMAR VOWEL SIGN E"
