"Grapheme","Frequency","Codepoint","UnicodeName"
"о",2803972,"U+043E","CYRILLIC SMALL LETTER O"
"е",2215557,"U+0435","CYRILLIC SMALL LETTER IE"
"а",2029191,"U+0430","CYRILLIC SMALL LETTER A"
"т",1838520,"U+0442","CYRILLIC SMALL LETTER TE"
"и",1609882,"U+0438","CYRILLIC SMALL LETTER I"
"н",1560890,"U+043D","CYRILLIC SMALL LETTER EN"
"с",1253320,"U+0441","CYRILLIC SMALL LETTER ES"
"р",1054955,"U+0440","CYRILLIC SMALL LETTER ER"
"л",1033167,"U+043B","CYRILLIC SMALL LETTER EL"
"в",966116,"U+0432","CYRILLIC SMALL LETTER VE"
".",872102,"U+002E","FULL STOP"
"м",839378,"U+043C","CYRILLIC SMALL LETTER EM"
"д",797164,"U+0434","CYRILLIC SMALL LETTER DE"
"к",703418,"U+043A","CYRILLIC SMALL LETTER KA"
"у",694956,"U+0443","CYRILLIC SMALL LETTER U"
"п",620384,"U+043F","CYRILLIC SMALL LETTER PE"
",",570195,"U+002C","COMMA"
"ь",563325,"U+044C","CYRILLIC SMALL LETTER SOFT SIGN"
"ы",537438,"U+044B","CYRILLIC SMALL LETTER YERU"
"я",516019,"U+044F","CYRILLIC SMALL LETTER YA"
"б",463880,"U+0431","CYRILLIC SMALL LETTER BE"
"ч",413569,"U+0447","CYRILLIC SMALL LETTER CHE"
"з",401896,"U+0437","CYRILLIC SMALL LETTER ZE"
"г",387829,"U+0433","CYRILLIC SMALL LETTER GHE"
"й",304646,"U+0439","CYRILLIC SMALL LETTER SHORT I"
"ж",296407,"U+0436","CYRILLIC SMALL LETTER ZHE"
"ш",249693,"U+0448","CYRILLIC SMALL LETTER SHA"
"ю",186114,"U+044E","CYRILLIC SMALL LETTER YU"
"х",185605,"U+0445","CYRILLIC SMALL LETTER HA"
"?",176932,"U+003F","QUESTION MARK"
"-",143876,"U+002D","HYPHEN-MINUS"
"э",127936,"U+044D","CYRILLIC SMALL LETTER E"
"Н",109605,"U+041D","CYRILLIC CAPITAL LETTER EN"
"П",93963,"U+041F","CYRILLIC CAPITAL LETTER PE"
"Т",87843,"U+0422","CYRILLIC CAPITAL LETTER TE"
"Д",86557,"U+0414","CYRILLIC CAPITAL LETTER DE"
"Я",83333,"U+042F","CYRILLIC CAPITAL LETTER YA"
"М",80886,"U+041C","CYRILLIC CAPITAL LETTER EM"
"ц",80110,"U+0446","CYRILLIC SMALL LETTER TSE"
"В",78139,"U+0412","CYRILLIC CAPITAL LETTER VE"
"О",76312,"U+041E","CYRILLIC CAPITAL LETTER O"
"ё",76198,"U+0451","CYRILLIC SMALL LETTER IO"
"щ",74443,"U+0449","CYRILLIC SMALL LETTER SHCHA"
"С",71767,"U+0421","CYRILLIC CAPITAL LETTER ES"
"И",71360,"U+0418","CYRILLIC CAPITAL LETTER I"
"К",65627,"U+041A","CYRILLIC CAPITAL LETTER KA"
"!",54193,"U+0021","EXCLAMATION MARK"
"А",48700,"U+0410","CYRILLIC CAPITAL LETTER A"
"Э",47680,"U+042D","CYRILLIC CAPITAL LETTER E"
"""",40357,"U+0022","QUOTATION MARK"
"ф",39481,"U+0444","CYRILLIC SMALL LETTER EF"
"Б",39148,"U+0411","CYRILLIC CAPITAL LETTER BE"
"Ч",37355,"U+0427","CYRILLIC CAPITAL LETTER CHE"
"Е",30420,"U+0415","CYRILLIC CAPITAL LETTER IE"
"Г",30111,"U+0413","CYRILLIC CAPITAL LETTER GHE"
"У",28942,"U+0423","CYRILLIC CAPITAL LETTER U"
"Р",28534,"U+0420","CYRILLIC CAPITAL LETTER ER"
"Л",26910,"U+041B","CYRILLIC CAPITAL LETTER EL"
"З",24259,"U+0417","CYRILLIC CAPITAL LETTER ZE"
"Х",23696,"U+0425","CYRILLIC CAPITAL LETTER HA"
":",22101,"U+003A","COLON"
";",11569,"U+003B","SEMICOLON"
"Ф",11014,"U+0424","CYRILLIC CAPITAL LETTER EF"
"a",10830,"U+0061","LATIN SMALL LETTER A"
"0",10231,"U+0030","DIGIT ZERO"
"e",10049,"U+0065","LATIN SMALL LETTER E"
"—",9863,"U+2014","EM DASH"
"o",9121,"U+006F","LATIN SMALL LETTER O"
"1",8912,"U+0031","DIGIT ONE"
")",7139,"U+0029","RIGHT PARENTHESIS"
"(",6740,"U+0028","LEFT PARENTHESIS"
"Ш",6616,"U+0428","CYRILLIC CAPITAL LETTER SHA"
"–",6469,"U+2013","EN DASH"
"2",6102,"U+0032","DIGIT TWO"
