"Grapheme","Frequency","Codepoint","UnicodeName"
"a",166695,"U+0061","LATIN SMALL LETTER A"
"i",94559,"U+0069","LATIN SMALL LETTER I"
"n",74997,"U+006E","LATIN SMALL LETTER N"
"t",69117,"U+0074","LATIN SMALL LETTER T"
"e",63592,"U+0065","LATIN SMALL LETTER E"
"o",61097,"U+006F","LATIN SMALL LETTER O"
"c",60560,"U+0063","LATIN SMALL LETTER C"
"h",54204,"U+0068","LATIN SMALL LETTER H"
"y",53727,"U+0079","LATIN SMALL LETTER Y"
"'",51196,"U+0027","APOSTROPHE"
"l",49234,"U+006C","LATIN SMALL LETTER L"
"m",44277,"U+006D","LATIN SMALL LETTER M"
"u",43918,"U+0075","LATIN SMALL LETTER U"
"s",31129,"U+0073","LATIN SMALL LETTER S"
"j",30870,"U+006A","LATIN SMALL LETTER J"
"b",28747,"U+0062","LATIN SMALL LETTER B"
"x",25126,"U+0078","LATIN SMALL LETTER X"
"n̈",21026,"U+006E, U+0308","LATIN SMALL LETTER N, COMBINING DIAERESIS"
"w",18508,"U+0077","LATIN SMALL LETTER W"
",",17676,"U+002C","COMMA"
"C",12856,"U+0043","LATIN CAPITAL LETTER C"
".",11725,"U+002E","FULL STOP"
"k",8810,"U+006B","LATIN SMALL LETTER K"
"z",7971,"U+007A","LATIN SMALL LETTER Z"
"p",7054,"U+0070","LATIN SMALL LETTER P"
"r",4952,"U+0072","LATIN SMALL LETTER R"
"Y",3940,"U+0059","LATIN CAPITAL LETTER Y"
"ẍ",3764,"U+1E8D","LATIN SMALL LETTER X WITH DIAERESIS"
"H",3576,"U+0048","LATIN CAPITAL LETTER H"
"-",3510,"U+002D","HYPHEN-MINUS"
"D",3398,"U+0044","LATIN CAPITAL LETTER D"
"J",2500,"U+004A","LATIN CAPITAL LETTER J"
":",2269,"U+003A","COLON"
"I",1950,"U+0049","LATIN CAPITAL LETTER I"
"d",1568,"U+0064","LATIN SMALL LETTER D"
"M",1526,"U+004D","LATIN CAPITAL LETTER M"
"W",1286,"U+0057","LATIN CAPITAL LETTER W"
"T",1220,"U+0054","LATIN CAPITAL LETTER T"
"A",1046,"U+0041","LATIN CAPITAL LETTER A"
"q",1008,"U+0071","LATIN SMALL LETTER Q"
"""",928,"U+0022","QUOTATION MARK"
"?",838,"U+003F","QUESTION MARK"
"¿",838,"U+00BF","INVERTED QUESTION MARK"
"P",753,"U+0050","LATIN CAPITAL LETTER P"
"S",728,"U+0053","LATIN CAPITAL LETTER S"
"L",671,"U+004C","LATIN CAPITAL LETTER L"
"g",634,"U+0067","LATIN SMALL LETTER G"
"E",575,"U+0045","LATIN CAPITAL LETTER E"
";",386,"U+003B","SEMICOLON"
"v",281,"U+0076","LATIN SMALL LETTER V"
"N",274,"U+004E","LATIN CAPITAL LETTER N"
"f",256,"U+0066","LATIN SMALL LETTER F"
"!",255,"U+0021","EXCLAMATION MARK"
"¡",255,"U+00A1","INVERTED EXCLAMATION MARK"
"B",236,"U+0042","LATIN CAPITAL LETTER B"
"G",125,"U+0047","LATIN CAPITAL LETTER G"
"K",114,"U+004B","LATIN CAPITAL LETTER K"
"F",106,"U+0046","LATIN CAPITAL LETTER F"
"X",84,"U+0058","LATIN CAPITAL LETTER X"
"R",83,"U+0052","LATIN CAPITAL LETTER R"
"O",65,"U+004F","LATIN CAPITAL LETTER O"
"Z",46,"U+005A","LATIN CAPITAL LETTER Z"
"`",10,"U+0060","GRAVE ACCENT"
"Q",9,"U+0051","LATIN CAPITAL LETTER Q"
"(",8,"U+0028","LEFT PARENTHESIS"
")",8,"U+0029","RIGHT PARENTHESIS"
"U",6,"U+0055","LATIN CAPITAL LETTER U"
"~",2,"U+007E","TILDE"
