"Grapheme","Frequency","Codepoint","UnicodeName"
"a",134710,"U+0061","LATIN SMALL LETTER A"
"i",92864,"U+0069","LATIN SMALL LETTER I"
"n",84866,"U+006E","LATIN SMALL LETTER N"
"o",51731,"U+006F","LATIN SMALL LETTER O"
"u",50952,"U+0075","LATIN SMALL LETTER U"
"e",47257,"U+0065","LATIN SMALL LETTER E"
"s",46703,"U+0073","LATIN SMALL LETTER S"
"t",44443,"U+0074","LATIN SMALL LETTER T"
"m",38337,"U+006D","LATIN SMALL LETTER M"
"g",35910,"U+0067","LATIN SMALL LETTER G"
"'",35804,"U+0027","APOSTROPHE"
"h",32802,"U+0068","LATIN SMALL LETTER H"
"å",29096,"U+00E5","LATIN SMALL LETTER A WITH RING ABOVE"
"l",19867,"U+006C","LATIN SMALL LETTER L"
"y",19474,"U+0079","LATIN SMALL LETTER Y"
"p",17575,"U+0070","LATIN SMALL LETTER P"
"r",16291,"U+0072","LATIN SMALL LETTER R"
"k",15771,"U+006B","LATIN SMALL LETTER K"
"d",12761,"U+0064","LATIN SMALL LETTER D"
",",10967,"U+002C","COMMA"
"-",8914,"U+002D","HYPHEN-MINUS"
".",8793,"U+002E","FULL STOP"
"f",8271,"U+0066","LATIN SMALL LETTER F"
"ñ",8058,"U+00F1","LATIN SMALL LETTER N WITH TILDE"
"b",7232,"U+0062","LATIN SMALL LETTER B"
"c",4767,"U+0063","LATIN SMALL LETTER C"
"""",3995,"U+0022","QUOTATION MARK"
"H",3785,"U+0048","LATIN CAPITAL LETTER H"
"Y",3253,"U+0059","LATIN CAPITAL LETTER Y"
"G",2891,"U+0047","LATIN CAPITAL LETTER G"
"M",2699,"U+004D","LATIN CAPITAL LETTER M"
"S",1793,"U+0053","LATIN CAPITAL LETTER S"
"J",1775,"U+004A","LATIN CAPITAL LETTER J"
"P",1743,"U+0050","LATIN CAPITAL LETTER P"
"E",1527,"U+0045","LATIN CAPITAL LETTER E"
"T",1460,"U+0054","LATIN CAPITAL LETTER T"
"A",1271,"U+0041","LATIN CAPITAL LETTER A"
"I",1269,"U+0049","LATIN CAPITAL LETTER I"
";",1191,"U+003B","SEMICOLON"
"L",1141,"U+004C","LATIN CAPITAL LETTER L"
"?",934,"U+003F","QUESTION MARK"
"!",914,"U+0021","EXCLAMATION MARK"
"K",899,"U+004B","LATIN CAPITAL LETTER K"
"D",620,"U+0044","LATIN CAPITAL LETTER D"
":",591,"U+003A","COLON"
"N",526,"U+004E","LATIN CAPITAL LETTER N"
"U",434,"U+0055","LATIN CAPITAL LETTER U"
"F",358,"U+0046","LATIN CAPITAL LETTER F"
"C",356,"U+0043","LATIN CAPITAL LETTER C"
"B",317,"U+0042","LATIN CAPITAL LETTER B"
"R",244,"U+0052","LATIN CAPITAL LETTER R"
"á",187,"U+00E1","LATIN SMALL LETTER A WITH ACUTE"
"Å",150,"U+00C5","LATIN CAPITAL LETTER A WITH RING ABOVE"
"(",138,"U+0028","LEFT PARENTHESIS"
")",138,"U+0029","RIGHT PARENTHESIS"
"é",115,"U+00E9","LATIN SMALL LETTER E WITH ACUTE"
"v",85,"U+0076","LATIN SMALL LETTER V"
"O",68,"U+004F","LATIN CAPITAL LETTER O"
"Z",46,"U+005A","LATIN CAPITAL LETTER Z"
"z",43,"U+007A","LATIN SMALL LETTER Z"
"ó",35,"U+00F3","LATIN SMALL LETTER O WITH ACUTE"
"[",26,"U+005B","LEFT SQUARE BRACKET"
"]",26,"U+005D","RIGHT SQUARE BRACKET"
"í",16,"U+00ED","LATIN SMALL LETTER I WITH ACUTE"
"j",12,"U+006A","LATIN SMALL LETTER J"
"x",12,"U+0078","LATIN SMALL LETTER X"
"0",11,"U+0030","DIGIT ZERO"
"q",9,"U+0071","LATIN SMALL LETTER Q"
"ú",9,"U+00FA","LATIN SMALL LETTER U WITH ACUTE"
"1",6,"U+0031","DIGIT ONE"
"4",6,"U+0034","DIGIT FOUR"
"6",6,"U+0036","DIGIT SIX"
"2",3,"U+0032","DIGIT TWO"
"Q",2,"U+0051","LATIN CAPITAL LETTER Q"
"w",2,"U+0077","LATIN SMALL LETTER W"
"8",1,"U+0038","DIGIT EIGHT"
