"Grapheme","Frequency","Codepoint","UnicodeName"
"a",6012,"U+0061","LATIN SMALL LETTER A"
"r",3908,"U+0072","LATIN SMALL LETTER R"
"u",3477,"U+0075","LATIN SMALL LETTER U"
"n",2996,"U+006E","LATIN SMALL LETTER N"
"i",1987,"U+0069","LATIN SMALL LETTER I"
"l",1611,"U+006C","LATIN SMALL LETTER L"
"y",1514,"U+0079","LATIN SMALL LETTER Y"
"g",1245,"U+0067","LATIN SMALL LETTER G"
"w",1149,"U+0077","LATIN SMALL LETTER W"
"h",1027,"U+0068","LATIN SMALL LETTER H"
"t",866,"U+0074","LATIN SMALL LETTER T"
".",683,"U+002E","FULL STOP"
"k",646,"U+006B","LATIN SMALL LETTER K"
"p",519,"U+0070","LATIN SMALL LETTER P"
",",455,"U+002C","COMMA"
"m",455,"U+006D","LATIN SMALL LETTER M"
"j",322,"U+006A","LATIN SMALL LETTER J"
"N",284,"U+004E","LATIN CAPITAL LETTER N"
"P",98,"U+0050","LATIN CAPITAL LETTER P"
"K",82,"U+004B","LATIN CAPITAL LETTER K"
"“",73,"U+201C","LEFT DOUBLE QUOTATION MARK"
"”",71,"U+201D","RIGHT DOUBLE QUOTATION MARK"
"W",62,"U+0057","LATIN CAPITAL LETTER W"
"M",47,"U+004D","LATIN CAPITAL LETTER M"
"Y",47,"U+0059","LATIN CAPITAL LETTER Y"
"!",36,"U+0021","EXCLAMATION MARK"
"?",30,"U+003F","QUESTION MARK"
"T",25,"U+0054","LATIN CAPITAL LETTER T"
"J",21,"U+004A","LATIN CAPITAL LETTER J"
"-",13,"U+002D","HYPHEN-MINUS"
"A",5,"U+0041","LATIN CAPITAL LETTER A"
"ï",3,"U+00EF","LATIN SMALL LETTER I WITH DIAERESIS"
"e",1,"U+0065","LATIN SMALL LETTER E"
"o",1,"U+006F","LATIN SMALL LETTER O"
