"Grapheme","Frequency","Codepoint","UnicodeName"
"a",216227,"U+0061","LATIN SMALL LETTER A"
"i",79249,"U+0069","LATIN SMALL LETTER I"
"k",64660,"U+006B","LATIN SMALL LETTER K"
"n",54535,"U+006E","LATIN SMALL LETTER N"
"u",52963,"U+0075","LATIN SMALL LETTER U"
"e",52148,"U+0065","LATIN SMALL LETTER E"
"o",50995,"U+006F","LATIN SMALL LETTER O"
"v",35417,"U+0076","LATIN SMALL LETTER V"
"s",35048,"U+0073","LATIN SMALL LETTER S"
"t",29293,"U+0074","LATIN SMALL LETTER T"
"l",26168,"U+006C","LATIN SMALL LETTER L"
"r",25509,"U+0072","LATIN SMALL LETTER R"
"m",21062,"U+006D","LATIN SMALL LETTER M"
",",17964,"U+002C","COMMA"
"d",14875,"U+0064","LATIN SMALL LETTER D"
"g",12509,"U+0067","LATIN SMALL LETTER G"
"y",11504,"U+0079","LATIN SMALL LETTER Y"
"c",10428,"U+0063","LATIN SMALL LETTER C"
".",6163,"U+002E","FULL STOP"
"q",5966,"U+0071","LATIN SMALL LETTER Q"
"b",5490,"U+0062","LATIN SMALL LETTER B"
"w",5191,"U+0077","LATIN SMALL LETTER W"
"K",2880,"U+004B","LATIN CAPITAL LETTER K"
"A",2444,"U+0041","LATIN CAPITAL LETTER A"
";",2423,"U+003B","SEMICOLON"
"I",2391,"U+0049","LATIN CAPITAL LETTER I"
":",2313,"U+003A","COLON"
"S",1830,"U+0053","LATIN CAPITAL LETTER S"
"J",1778,"U+004A","LATIN CAPITAL LETTER J"
"T",1421,"U+0054","LATIN CAPITAL LETTER T"
"p",1357,"U+0070","LATIN SMALL LETTER P"
"-",1355,"U+002D","HYPHEN-MINUS"
"?",1039,"U+003F","QUESTION MARK"
"E",931,"U+0045","LATIN CAPITAL LETTER E"
"N",809,"U+004E","LATIN CAPITAL LETTER N"
"O",773,"U+004F","LATIN CAPITAL LETTER O"
"M",638,"U+004D","LATIN CAPITAL LETTER M"
"P",542,"U+0050","LATIN CAPITAL LETTER P"
"D",401,"U+0044","LATIN CAPITAL LETTER D"
"L",373,"U+004C","LATIN CAPITAL LETTER L"
"f",351,"U+0066","LATIN SMALL LETTER F"
"’",334,"U+2019","RIGHT SINGLE QUOTATION MARK"
"'",272,"U+0027","APOSTROPHE"
"Y",251,"U+0059","LATIN CAPITAL LETTER Y"
"V",240,"U+0056","LATIN CAPITAL LETTER V"
"F",188,"U+0046","LATIN CAPITAL LETTER F"
"R",158,"U+0052","LATIN CAPITAL LETTER R"
"!",136,"U+0021","EXCLAMATION MARK"
"(",82,"U+0028","LEFT PARENTHESIS"
")",82,"U+0029","RIGHT PARENTHESIS"
"j",75,"U+006A","LATIN SMALL LETTER J"
"U",41,"U+0055","LATIN CAPITAL LETTER U"
"C",29,"U+0043","LATIN CAPITAL LETTER C"
"G",20,"U+0047","LATIN CAPITAL LETTER G"
"[",5,"U+005B","LEFT SQUARE BRACKET"
"]",5,"U+005D","RIGHT SQUARE BRACKET"
"B",5,"U+0042","LATIN CAPITAL LETTER B"
"Q",4,"U+0051","LATIN CAPITAL LETTER Q"
"W",4,"U+0057","LATIN CAPITAL LETTER W"
