"Grapheme","Frequency","Codepoint","UnicodeName"
"а",892,"U+0430","CYRILLIC SMALL LETTER A"
"э",749,"U+044D","CYRILLIC SMALL LETTER E"
"л",665,"U+043B","CYRILLIC SMALL LETTER EL"
"н",633,"U+043D","CYRILLIC SMALL LETTER EN"
"х",574,"U+0445","CYRILLIC SMALL LETTER HA"
"р",572,"U+0440","CYRILLIC SMALL LETTER ER"
"г",524,"U+0433","CYRILLIC SMALL LETTER GHE"
"й",441,"U+0439","CYRILLIC SMALL LETTER SHORT I"
"ү",429,"U+04AF","CYRILLIC SMALL LETTER STRAIGHT U"
"о",398,"U+043E","CYRILLIC SMALL LETTER O"
"д",357,"U+0434","CYRILLIC SMALL LETTER DE"
"и",330,"U+0438","CYRILLIC SMALL LETTER I"
"у",328,"U+0443","CYRILLIC SMALL LETTER U"
"ө",306,"U+04E9","CYRILLIC SMALL LETTER BARRED O"
"т",290,"U+0442","CYRILLIC SMALL LETTER TE"
"с",250,"U+0441","CYRILLIC SMALL LETTER ES"
"б",226,"U+0431","CYRILLIC SMALL LETTER BE"
"м",168,"U+043C","CYRILLIC SMALL LETTER EM"
",",151,"U+002C","COMMA"
"з",125,"U+0437","CYRILLIC SMALL LETTER ZE"
"в",119,"U+0432","CYRILLIC SMALL LETTER VE"
"ш",94,"U+0448","CYRILLIC SMALL LETTER SHA"
"ж",84,"U+0436","CYRILLIC SMALL LETTER ZHE"
"ч",83,"U+0447","CYRILLIC SMALL LETTER CHE"
"ы",66,"U+044B","CYRILLIC SMALL LETTER YERU"
".",60,"U+002E","FULL STOP"
"Х",52,"U+0425","CYRILLIC CAPITAL LETTER HA"
"ц",50,"U+0446","CYRILLIC SMALL LETTER TSE"
"я",46,"U+044F","CYRILLIC SMALL LETTER YA"
"ь",45,"U+044C","CYRILLIC SMALL LETTER SOFT SIGN"
"ё",36,"U+0451","CYRILLIC SMALL LETTER IO"
"е",20,"U+0435","CYRILLIC SMALL LETTER IE"
"ю",19,"U+044E","CYRILLIC SMALL LETTER YU"
"А",16,"U+0410","CYRILLIC CAPITAL LETTER A"
"Т",14,"U+0422","CYRILLIC CAPITAL LETTER TE"
"Н",13,"U+041D","CYRILLIC CAPITAL LETTER EN"
"Б",10,"U+0411","CYRILLIC CAPITAL LETTER BE"
"Ү",9,"U+04AE","CYRILLIC CAPITAL LETTER STRAIGHT U"
"Э",8,"U+042D","CYRILLIC CAPITAL LETTER E"
"Г",7,"U+0413","CYRILLIC CAPITAL LETTER GHE"
"ъ",5,"U+044A","CYRILLIC SMALL LETTER HARD SIGN"
"Л",4,"U+041B","CYRILLIC CAPITAL LETTER EL"
"Д",3,"U+0414","CYRILLIC CAPITAL LETTER DE"
"И",3,"U+0418","CYRILLIC CAPITAL LETTER I"
"Е",2,"U+0415","CYRILLIC CAPITAL LETTER IE"
"Й",2,"U+0419","CYRILLIC CAPITAL LETTER SHORT I"
"М",2,"U+041C","CYRILLIC CAPITAL LETTER EM"
"О",2,"U+041E","CYRILLIC CAPITAL LETTER O"
"Р",2,"U+0420","CYRILLIC CAPITAL LETTER ER"
"У",2,"U+0423","CYRILLIC CAPITAL LETTER U"
":",1,"U+003A","COLON"
"З",1,"U+0417","CYRILLIC CAPITAL LETTER ZE"
"к",1,"U+043A","CYRILLIC SMALL LETTER KA"
"Ш",1,"U+0428","CYRILLIC CAPITAL LETTER SHA"
