word,n,rank
me,3525,1
ne,3124,2
mã,2341,3
to,2018,4
na,1405,5
kam,1204,6
pê,995,7
ha,980,8
amji,937,9
xà,885,10
te,849,11
cute,764,12
pahpãm,643,13
cumã,636,14
ita,618,15
ata,599,16
quê,576,17
wa,511,18
ampo,507,19
nare,507,20
ca,470,21
NA,366,22
atajê,350,23
catêjê,349,24
nee,345,25
pjê,338,26
ri,336,27
hajỹr,319,28
ma,315,29
cunea,305,30
jõ,288,31
hane,265,32
ipa,255,33
ame,251,34
wỳr,244,35
ite,226,36
mõ,226,37
ihtỳj,214,38
itajê,211,39
imã,210,40
nõ,205,41
amã,204,42
ate,201,43
ton,198,44
pahhiti,193,45
apu,192,46
caxuw,177,47
hõ,172,48
ramã,168,49
kên,166,50
he,158,51
jũ,158,52
amcro,154,53
pahhi,154,54
harkwa,152,55
pej,149,56
ahna,143,57
kôt,139,58
ixaher,132,59
hanea,131,60
cupê,120,61
cati,114,62
prãm,113,63
cator,112,64
ajco,106,65
mehcunea,106,66
prãmte,106,67
cô,105,68
catê,103,69
apê,102,70
por,100,71
ampeaj,98,72
ijõ,95,73
jirô,94,74
krĩ,94,75
ajpẽn,93,76
jũm,93,77
mojxe,93,78
ato,92,79
cwỳrjapê,92,80
gõ,91,81
ito,88,82
kêanre,88,83
tẽ,86,84
hipêr,84,85
hàpên,83,86
tawi,81,87
hapac,79,88
itỳj,79,89
hahkre,78,90
jahkre,77,91
caku,76,92
impejti,76,93
pom,76,94
cormã,74,95
jarẽn,74,96
joje,73,97
par,73,98
hamre,72,99
jõr,72,100
côjkwa,71,101
kĩn,71,102
ihhêj,70,103
cu,69,104
pupun,68,105
aprãw,67,106
mãr,66,107
pejti,65,108
tu,64,109
atỳj,63,110
xwỳn,63,111
ipê,62,112
mehkwỳ,62,113
hũmre,61,114
kwỳ,61,115
pa,61,116
impej,60,117
kẽn,60,118
rũm,60,119
jaco,59,120
pit,57,121
hãn,56,122
paro,56,123
xũmre,56,124
cama,55,125
ejit,54,126
ihhimpej,54,127
xamer,54,128
catia,53,129
catyt,53,130
harẽn,53,131
ihcakôc,51,132
inxũ,51,133
hõmpun,50,134
ihkra,50,135
jaxàr,50,136
quêt,50,137
ỹhỹ,50,138
apa,49,139
ikre,48,140
mehkrã,48,141
ihkôt,47,142
japackre,47,143
jũrkwa,47,144
mehkra,47,145
hỹrmã,46,146
rohnỳtti,46,147
hamreare,45,148
krãhtare,45,149
mõr,45,150
ikwỳ,44,151
pyxit,44,152
carôt,43,153
curia,43,154
peaj,43,155
pry,43,156
hacpỹa,42,157
jàhtôa,42,158
curê,41,159
kampa,41,160
cahàcre,40,161
mam,40,162
xa,40,163
cahãj,39,164
haprỳ,39,165
jirôa,39,166
kra,39,167
cuna,38,168
ijapac,38,169
xawrô,38,170
jarkwa,37,171
pĩ,37,172
cakrô,36,173
carà,36,174
hũm,36,175
japrỳ,36,176
pra,36,177
cahê,35,178
cawrô,35,179
curi,35,180
hacpỹ,35,181
jojuw,35,182
kujahêc,35,183
pupu,35,184
xet,35,185
hàhtôa,34,186
mẽn,34,187
pajõ,34,188
põ,34,189
caxwa,33,190
ixac,33,191
jahpan,33,192
pyrentu,33,193
pyt,33,194
ihkrĩ,32,195
ikên,32,196
partu,32,197
pĩxô,32,198
ajpên,31,199
akra,31,200
curan,31,201
jaxà,31,202
jicu,31,203
pĩn,31,204
pyràac,31,205
ajte,30,206
hàhtô,30,207
incrê,30,208
kà,30,209
caxàr,29,210
gahkre,29,211
ihcunea,29,212
mehkên,29,213
mẽr,29,214
pamã,29,215
ty,29,216
capi,28,217
cuprõn,28,218
hàhhuc,28,219
hũjarẽn,28,220
mehkrĩ,28,221
piritew,28,222
tỳjti,28,223
eri,27,224
incryc,27,225
xàa,27,226
apãm,26,227
apẽ,26,228
hàr,26,229
impeaj,26,230
nãmri,26,231
pyrên,26,232
hikwa,25,233
jàmcjên,25,234
jarẽ,25,235
mencrer,25,236
pahto,25,237
pàr,25,238
pijakrut,25,239
pryti,25,240
xarômãw,25,241
ahimpej,24,242
ahpỹanre,24,243
ajkĩ,24,244
ajwar,24,245
exaw,24,246
gapac,24,247
hõr,24,248
hũrkwa,24,249
ihpỳm,24,250
jo,24,251
tojnõ,24,252
akwỳ,23,253
axà,23,254
cato,23,255
hipej,23,256
hy,23,257
icakôc,23,258
ipijapu,23,259
pea,23,260
tête,23,261
xi,23,262
ahnaa,22,263
cre,22,264
hôhti,22,265
icurê,22,266
ijarkwa,22,267
jamãr,22,268
mehkjêjê,22,269
pahte,22,270
pêa,22,271
atàmxwỳ,21,272
canãn,21,273
cukij,21,274
hàhwỳr,21,275
hãm,21,276
hamã,21,277
hapôj,21,278
ihtẽm,21,279
ipimtir,21,280
taa,21,281
acator,20,282
hĩxi,20,283
mea,20,284
xãm,20,285
cacô,19,286
cugõ,19,287
cupa,19,288
garẽn,19,289
hamãr,19,290
harẽ,19,291
hipu,19,292
hũpa,19,293
ipijapar,19,294
krã,19,295
mehcajrẽn,19,296
mehcuran,19,297
putwrỳ,19,298
xwỳ,19,299
ampỳa,18,300
awcapàtkô,18,301
gapacta,18,302
gũrkwa,18,303
ihkrã,18,304
ihtyc,18,305
ipijakrut,18,306
iràrà,18,307
jipej,18,308
jỹ,18,309
kẽnti,18,310
krekà,18,311
kỳj,18,312
nowe,18,313
parãw,18,314
pytàr,18,315
ta,18,316
acunea,17,317
arãw,17,318
garkwa,17,319
hàmtàr,17,320
hõmpu,17,321
hỹr,17,322
ihcuhhê,17,323
ihkà,17,324
ina,17,325
kĩnti,17,326
mehcukij,17,327
pryre,17,328
ỹuỹ,17,329
cahàc,16,330
cupate,16,331
hàpir,16,332
ikra,16,333
ipimxur,16,334
japrôr,16,335
jũmjê,16,336
mare,16,337
mehcakôc,16,338
mempej,16,339
pro,16,340
1,15,341
ahtwỳ,15,342
ajpu,15,343
atãw,15,344
