word,n,rank
as,40,1
love,38,2
me,34,3
you,31,4
be,22,5
long,19,6
we,15,7
i'll,14,8
your,13,9
could,9,10
the,9,11
i,8,12
know,6,13
to,6,14
and,5,15
but,5,16
my,5,17
on,5,18
a,4,19
don't,4,20
girl,4,21
now,4,22
broke,3,23
gold,3,24
homeless,3,25
it,3,26
of,3,27
platinum,3,28
silver,3,29
starving,3,30
true,3,31
with,3,32
world,3,33
fly,2,34
got,2,35
in,2,36
is,2,37
it's,2,38
just,2,39
like,2,40
need,2,41
new,2,42
point,2,43
side,2,44
sky's,2,45
so,2,46
take,2,47
this,2,48
ahead,1,49
ain't,1,50
always,1,51
are,1,52
argue,1,53
ask,1,54
at,1,55
baby,1,56
back,1,57
beat,1,58
best,1,59
billion,1,60
both,1,61
bothered,1,62
camera's,1,63
can,1,64
cause,1,65
chances,1,66
change,1,67
child,1,68
cruel,1,69
cry,1,70
day,1,71
destiny's,1,72
do,1,73
even,1,74
every,1,75
face,1,76
feel,1,77
fighting,1,78
fit,1,79
for,1,80
frowning,1,81
give,1,82
go,1,83
god,1,84
grass,1,85
green,1,86
greener,1,87
hallelujah,1,88
hand,1,89
heart,1,90
hey,1,91
hova,1,92
how,1,93
i'd,1,94
i'm,1,95
if,1,96
issues,1,97
keep,1,98
limit,1,99
makes,1,100
man,1,101
no,1,102
oh,1,103
one,1,104
other,1,105
our,1,106
out,1,107
people,1,108
place,1,109
pointed,1,110
pressure,1,111
rather,1,112
rendezvous,1,113
second,1,114
sense,1,115
seven,1,116
shoot,1,117
smile,1,118
soldier,1,119
someone,1,120
stand,1,121
start,1,122
stepping,1,123
stinger,1,124
stress,1,125
tell,1,126
than,1,127
that,1,128
that's,1,129
there,1,130
time,1,131
together,1,132
top,1,133
trust,1,134
trying,1,135
under,1,136
us,1,137
used,1,138
view,1,139
water,1,140
what's,1,141
where,1,142
will,1,143
wings,1,144
work,1,145
wow,1,146
ya,1,147
you're,1,148
