word,n,rank
aka,34,1
ngoanun,34,2
fi,28,3
ga,28,4
ta,25,5
la,24,6
voemege,22,7
kini,20,8
foiga,19,9
hide,19,10
na,17,11
oina,14,12
ore,14,13
va,13,14
hano,12,15
lai,12,16
vau,12,17
mina,11,18
ngoa,11,19
roa,11,20
mangoae,10,21
ena,9,22
mare,9,23
oiva,9,24
aerege,8,25
ali,8,26
fiv,8,27
foa,7,28
foana,7,29
laemege,7,30
malav,7,31
o,7,32
lelemal,6,33
mave,6,34
sulum,6,35
airal,5,36
akari,5,37
feu,5,38
hai,5,39
ila,5,40
ke,5,41
keleanun,5,42
le,5,43
mame,5,44
mem,5,45
tamu,5,46
ae,4,47
ei,4,48
eveage,4,49
falere,4,50
felere,4,51
foga,4,52
haikio,4,53
ho'bea,4,54
kelea,4,55
lokosu,4,56
man,4,57
nato,4,58
raine,4,59
velanun,4,60
aenun,3,61
bai,3,62
buma,3,63
feuna,3,64
fin,3,65
foina,3,66
hin,3,67
hoikari,3,68
houla,3,69
ikari,3,70
iru,3,71
koi,3,72
koro,3,73
kua,3,74
leim,3,75
lore,3,76
lov,3,77
mafei,3,78
malosiv,3,79
mao,3,80
mate,3,81
ne,3,82
ngoane,3,83
oiga,3,84
oile,3,85
okoroi,3,86
roge,3,87
suni,3,88
tail,3,89
tam,3,90
ve,3,91
voekakomeon,3,92
aefoale,2,93
aemele,2,94
aige,2,95
ami,2,96
anam,2,97
aore,2,98
binabina,2,99
efauge,2,100
emare,2,101
enam,2,102
erau,2,103
eraure,2,104
fela'koe,2,105
foanun,2,106
foia,2,107
foiva,2,108
gala,2,109
hau,2,110
haure,2,111
hogariom,2,112
hoiariom,2,113
hore,2,114
houl,2,115
ika,2,116
ka,2,117
kala,2,118
kalem,2,119
kilekile,2,120
kilikil,2,121
kiure,2,122
koa,2,123
koan,2,124
koku,2,125
lafa,2,126
laiba,2,127
lain,2,128
lalamu,2,129
lalu,2,130
lar,2,131
laveam,2,132
lefalef,2,133
lefalefaul,2,134
lome,2,135
loveare,2,136
mabinabina,2,137
mae,2,138
maerau,2,139
maere,2,140
mafan,2,141
mavau,2,142
me,2,143
mea,2,144
mevere,2,145
mola,2,146
nala,2,147
ngalakun,2,148
ngiungiu,2,149
oeaege,2,150
oefauge,2,151
oesiage,2,152
oirene,2,153
okelaguri,2,154
ona,2,155
onal,2,156
otaila,2,157
otigirine,2,158
otua,2,159
ririgoiaba,2,160
ro,2,161
roru,2,162
sagiolen,2,163
siane,2,164
siare,2,165
soire,2,166
soiv,2,167
sou,2,168
sulakat,2,169
taman,2,170
ui,2,171
vai,2,172
vaure,2,173
vaurire,2,174
voemele,2,175
voemen,2,176
volu,2,177
vore,2,178
vou,2,179
aelakoge,1,180
aelaveage,1,181
aerele,1,182
aevemeon,1,183
aeveore,1,184
ahourene,1,185
akariom,1,186
akiki,1,187
akurure,1,188
akururue,1,189
alere,1,190
amalugu,1,191
