word,n,rank
的,133,1
和,76,2
自由,31,3
权利,30,4
人人,29,5
或,28,6
有权,28,7
在,24,8
并,19,9
任何,18,10
有,18,11
社会,16,12
不得,15,13
享受,15,14
对,15,15
国家,13,16
应,13,17
第,12,18
国,11,19
宣言,11,20
第二,11,21
而,11,22
为,9,23
他的,9,24
任何人,9,25
受,9,26
平等,9,27
所,9,28
人权,8,29
以,8,30
教育,8,31
条,8,32
联合,8,33
享有,7,34
保护,7,35
其他,7,36
时,7,37
法律,7,38
行为,7,39
通过,7,40
鉴于,7,41
领土,7,42
人民,6,43
其,6,44
基本,6,45
宗教,6,46
普遍,6,47
本,6,48
一个,5,49
一切,5,50
世界,5,51
中,5,52
使,5,53
促进,5,54
包括,5,55
发展,5,56
各,5,57
国籍,5,58
国际,5,59
实现,5,60
被,5,61
这种,5,62
限制,5,63
一,4,64
下,4,65
不受,4,66
以及,4,67
任意,4,68
保障,4,69
充分,4,70
刑事,4,71
加以,4,72
各国,4,73
和平,4,74
大会,4,75
家庭,4,76
尊严,4,77
尊重,4,78
工作,4,79
已,4,80
必要,4,81
情况,4,82
所有,4,83
承认,4,84
政治,4,85
是,4,86
此,4,87
歧视,4,88
生活,4,89
这些,4,90
进行,4,91
义务,3,92
于,3,93
人,3,94
人格,3,95
人类,3,96
他,3,97
他们,3,98
会员,3,99
保证,3,100
信仰,3,101
公开,3,102
公正,3,103
努力,3,104
十条,3,105
参加,3,106
均,3,107
奴隶,3,108
干涉,3,109
无论,3,110
本国,3,111
确定,3,112
福利,3,113
第十,3,114
良心,3,115
财产,3,116
载,3,117
这,3,118
选择,3,119
项,3,120
颁布,3,121
上,2,122
不,2,123
不分,2,124
个人,2,125
个性,2,126
主张,2,127
了解,2,128
予以,2,129
五条,2,130
产生,2,131
人的,2,132
以免,2,133
作为,2,134
侵害,2,135
儿童,2,136
免,2,137
六条,2,138
关系,2,139
具有,2,140
刑罚,2,141
初级,2,142
利益,2,143
剥夺,2,144
区别,2,145
十一条,2,146
十七条,2,147
十九条,2,148
十二条,2,149
十八条,2,150
十四条,2,151
单独,2,152
原则,2,153
及其,2,154
只有,2,155
各种,2,156
合作,2,157
合适,2,158
同,2,159
在于,2,160
地,2,161
地位,2,162
基础,2,163
失业,2,164
婚,2,165
完全,2,166
宗旨,2,167
定期,2,168
家属,2,169
寻求,2,170
并且,2,171
应有,2,172
得到,2,173
思想,2,174
性的,2,175
意志,2,176
愿,2,177
或者,2,178
所需,2,179
投票,2,180
改变,2,181
攻击,2,182
文化,2,183
方面,2,184
暴行,2,185
有效,2,186
本人,2,187
机构,2,188
条件,2,189
法,2,190
法庭,2,191
活动,2,192
独立,2,193
由,2,194
由于,2,195
男女,2,196
目的,2,197
真正,2,198
种,2,199
种族,2,200
科学,2,201
秩序,2,202
第三,2,203
等,2,204
精神,2,205
组织,2,206
维护,2,207
罪,2,208
者,2,209
获得,2,210
行使,2,211
要求,2,212
誓,2,213
进步,2,214
违背,2,215
选举,2,216
遵行,2,217
间,2,218
集团,2,219
非,2,220
10,1,221
12,1,222
1948,1,223
217a,1,224
iii,1,225
一九,1,226
一人,1,227
一律,1,228
一种,1,229
三条,1,230
不人道,1,231
不同,1,232
不移,1,233
不能,1,234
不致,1,235
不记名投票,1,236
不论,1,237
与,1,238
业,1,239
丧失,1,240
中的,1,241
主权,1,242
主要,1,243
乃是,1,244
之,1,245
之下,1,246
之前,1,247
之害,1,248
乏,1,249
九条,1,250
买卖,1,251
了,1,252
予,1,253
亦,1,254
人生,1,255
人身,1,256
他人,1,257
他所,1,258
代表,1,259
以前,1,260
以期,1,261
价值,1,262
休假,1,263
休息,1,264
优先,1,265
传播,1,266
传递,1,267
住宅,1,268
住房,1,269
作,1,270
作品,1,271
依,1,272
依据,1,273
依法,1,274
依照,1,275
侮蔑,1,276
侮辱,1,277
促成,1,278
信念,1,279
偏倚,1,280
健康,1,281
兄弟,1,282
免费,1,283
全文,1,284
八年,1,285
八条,1,286
公共秩序,1,287
公务,1,288
共同,1,289
最高,1,290
决心,1,291
决议,1,292
凡,1,293
出生,1,294
出身,1,295
分享,1,296
创作,1,297
判,1,298
判定,1,299
制度,1,300
前,1,301
加强,1,302
匮,1,303
医疗,1,304
十三,1,305
十二月,1,306
十五,1,307
十六,1,308
十日,1,309
协助,1,310
单元,1,311
历史,1,312
压迫,1,313
参与,1,314
及,1,315
友好,1,316
友谊,1,317
双方,1,318
反叛,1,319
发布,1,320
发生,1,321
发表,1,322
只,1,323
可能,1,324
号,1,325
各级,1,326
合,1,327
合格,1,328
合理,1,329
同工同酬,1,330
同意,1,331
同样,1,332
名誉,1,333
后,1,334
否认,1,335
员,1,336
唯一,1,337
四,1,338
因,1,339
因为,1,340
因此,1,341
团体,1,342
固有,1,343
国界,1,344
在内,1,345
地方,1,346
境内,1,347
处于,1,348
天然,1,349
奴役,1,350
如下,1,351
如此,1,352
婚姻,1,353
婚嫁,1,354
婚约,1,355
媒介,1,356
子女,1,357
学校,1,358
守寡,1,359
安全,1,360
实践,1,361
审判,1,362
审讯,1,363
宣传,1,364
宣布,1,365
宪法,1,366
宪章,1,367
容忍,1,368
对于,1,369
对待,1,370
居住,1,371
展示,1,372
属,1,373
工会,1,374
年,1,375
广,1,376
庇护,1,377
序言,1,378
应当,1,379
开放,1,380
当,1,381
形式,1,382
待遇,1,383
很大,1,384
得,1,385
必需,1,386
念,1,387
性别,1,388
性质,1,389
恐惧,1,390
情形,1,391
意义,1,392
意见,1,393
愿望,1,394
成员,1,395
成年,1,396
成立,1,397
成绩,1,398
戒律,1,399
所属,1,400
才,1,401
才能,1,402
托管,1,403
技术,1,404
报酬,1,405
拘禁,1,406
持有,1,407
指控,1,408
接受,1,409
控制,1,410
控告,1,411
措施,1,412
提出,1,413
援用,1,414
改善,1,415
放逐,1,416
政府,1,417
教义,1,418
教诲,1,419
文学,1,420
方式,1,421
施以,1,422
旁人,1,423
族,1,424
无视,1,425
无罪,1,426
日,1,427
旨,1,428
时间,1,429
普通,1,430
暴政,1,431
月,1,432
有所,1,433
有罪,1,434
服务,1,435
期间,1,436
未经,1,437
本身,1,438
机会,1,439
权,1,440
权力,1,441
条文,1,442
来临,1,443
构成,1,444
某一,1,445
标准,1,446
根据,1,447
正义,1,448
正当,1,449
残废,1,450
残忍,1,451
母亲,1,452
每,1,453
每一个人,1,454
每个人,1,455
民主,1,456
水准,1,457
水平,1,458
治理,1,459
法治,1,460
消息,1,461
渐进,1,462
照顾,1,463
煽动,1,464
父母,1,465
物质,1,466
特别,1,467
犯,1,468
犯罪,1,469
现在,1,470
玷污,1,471
理性,1,472
生,1,473
生命,1,474
男女平等,1,475
疾病,1,476
直接,1,477
相,1,478
相当,1,479
破坏,1,480
礼拜,1,481
社,1,482
视为,1,483
禁止,1,484
离开,1,485
私生活,1,486
种类,1,487
秘密,1,488
程序,1,489
符合,1,490
第一,1,491
第七,1,492
第四,1,493
管辖,1,494
经,1,495
经常,1,496
经济,1,497
结,1,498
结婚,1,499
给,1,500
给予,1,501
维持,1,502
缔,1,503
罪行,1,504
美术,1,505
而无,1,506
职业,1,507
职业教育,1,508
肤,1,509
能,1,510
能力,1,511
自治,1,512
至少,1,513
色,1,514
艺术,1,515
荣誉,1,516
薪,1,517
行政,1,518
衣着,1,519
补救,1,520
表现,1,521
表示,1,522
衰老,1,523
见解,1,524
规定,1,525
解释,1,526
解除,1,527
言论,1,528
设立,1,529
证实,1,530
该,1,531
语言,1,532
谋生,1,533
负,1,534
资格,1,535
资源,1,536
赋,1,537
赋予,1,538
走,1,539
起诉,1,540
身分,1,541
较大,1,542
辅,1,543
辩护,1,544
迁徙,1,545
返回,1,546
这个,1,547
违反,1,548
迫不得已,1,549
迫使,1,550
迫害,1,551
适应,1,552
适用,1,553
通信,1,554
逮捕,1,555
道德,1,556
遭到,1,557
遭受,1,558
避免,1,559
都,1,560
都有,1,561
酷刑,1,562
重,1,563
重申,1,564
重要性,1,565
野蛮,1,566
铤,1,567
铭,1,568
闲暇,1,569
阅读,1,570
阐述,1,571
阶段,1,572
险,1,573
隶属,1,574
集会,1,575
集体,1,576
需要,1,577
非婚生,1,578
食物,1,579
高等教育,1,580
默许,1,581
