word,n,rank
और,87,1
के,86,2
को,66,3
का,65,4
है,60,5
की,54,6
में,39,7
अधिकार,32,8
प्रत्येक,32,9
या,32,10
व्यक्ति,31,11
अनुच्छेद,30,12
किसी,28,13
से,26,14
अधिकारों,22,15
हो,20,16
भी,18,17
किया,17,18
न,17,19
तथा,16,20
सभी,16,21
द्वारा,15,22
समान,15,23
करने,14,24
पर,14,25
प्राप्त,14,26
अपने,13,27
इस,13,28
कि,11,29
जाएगा,11,30
लिए,11,31
शिक्षा,11,32
घोषणा,10,33
जो,10,34
मानव,10,35
देश,9,36
रूप,9,37
होगा,9,38
कोई,8,39
चूंकि,8,40
प्रति,8,41
राष्ट्रों,8,42
समाज,8,43
ऐसी,7,44
ऐसे,7,45
देशों,7,46
यह,7,47
हक़,7,48
अन्य,6,49
उस,6,50
गया,6,51
धर्म,6,52
परिवार,6,53
बुनियादी,6,54
लेने,6,55
वह,6,56
सदस्य,6,57
समय,6,58
संयुक्त,6,59
सामाजिक,6,60
सार्वभौम,6,61
स्वतन्त्र,6,62
स्वतन्त्रता,6,63
स्वतन्त्रताओं,6,64
ही,6,65
अन्तर्गत,5,66
अन्तर्राष्ट्रीय,5,67
अपराध,5,68
इन,5,69
इसके,5,70
उसे,5,71
कर,5,72
कार्य,5,73
दिया,5,74
नहीं,5,75
पूर्ण,5,76
प्रकार,5,77
बिना,5,78
विचार,5,79
विरुद्ध,5,80
विवाह,5,81
होगी,5,82
आज़ादियों,4,83
उचित,4,84
उद्देश्य,4,85
उसके,4,86
एवं,4,87
करना,4,88
क़ानून,4,89
काम,4,90
गौरव,4,91
जाया,4,92
जीवन,4,93
दण्डनीय,4,94
ने,4,95
पाने,4,96
प्राप्ति,4,97
भेदभाव,4,98
मामले,4,99
रक्षा,4,100
राष्ट्रीय,4,101
विकास,4,102
व्यक्तित्व,4,103
सम्मान,4,104
संरक्षण,4,105
सुरक्षा,4,106
स्वीकृति,4,107
हैं,4,108
अथवा,3,109
अधिक,3,110
आधार,3,111
आवश्यक,3,112
उनके,3,113
उन्हें,3,114
उसकी,3,115
एक,3,116
कानून,3,117
घोषित,3,118
चुनाव,3,119
जनता,3,120
जा,3,121
जिसमें,3,122
ढंग,3,123
दूसरों,3,124
नागरिकता,3,125
पाठ,3,126
प्रयत्न,3,127
भाग,3,128
भाव,3,129
मज़दूरी,3,130
मनमाने,3,131
माना,3,132
रखने,3,133
राज्य,3,134
लोगों,3,135
विश्वास,3,136
वे,3,137
व्यवस्था,3,138
सकेगा,3,139
सम्मिलित,3,140
सार्वजनिक,3,141
हस्तक्षेप,3,142
हुए,3,143
होने,3,144
१०,2,145
अकेले,2,146
अतिक्रमण,2,147
अदालत,2,148
अनिवार्य,2,149
अनुकूल,2,150
अनुसार,2,151
अन्तरात्मा,2,152
अपनी,2,153
अपराधी,2,154
असेम्बली,2,155
आगे,2,156
आज़ादी,2,157
आजीविका,2,158
आर्थिक,2,159
आवश्यकता,2,160
इसका,2,161
उद्देश्यों,2,162
उपयोग,2,163
उपाय,2,164
उल्लिखित,2,165
कम,2,166
करें,2,167
कल्याण,2,168
क़ानूनी,2,169
कारण,2,170
गए,2,171
ग़ुलामी,2,172
चाहिए,2,173
चाहे,2,174
जन्मजात,2,175
ज़रिए,2,176
ज़रूरी,2,177
जाएगी,2,178
जाति,2,179
जाने,2,180
जिनसे,2,181
जिस,2,182
जिसका,2,183
जिससे,2,184
ठीक,2,185
तक,2,186
तो,2,187
दी,2,188
निग़ाह,2,189
निश्चय,2,190
पुरुषों,2,191
पूर्णतः,2,192
प्रचार,2,193
प्रतिज्ञा,2,194
प्रदेश,2,195
प्रदेशों,2,196
प्रबन्ध,2,197
प्रारम्भिक,2,198
बनाने,2,199
बात,2,200
बीच,2,201
बेकारी,2,202
भेद,2,203
मजबूर,2,204
मतदान,2,205
माता,2,206
मिलकर,2,207
मे,2,208
यहां,2,209
योग्यता,2,210
रखा,2,211
राजनैतिक,2,212
राष्ट्र,2,213
वंचित,2,214
वाले,2,215
विशेष,2,216
विश्व,2,217
वैज्ञानिक,2,218
व्यवहार,2,219
शान्ति,2,220
शासन,2,221
सके,2,222
सबसे,2,223
सभा,2,224
समुचित,2,225
सम्बन्धी,2,226
सम्मति,2,227
सरकार,2,228
सरकारी,2,229
सहयोग,2,230
सहायता,2,231
साथ,2,232
सामान्य,2,233
सांस्कृतिक,2,234
सिद्धान्तों,2,235
सीमाओं,2,236
सुविधाएं,2,237
स्त्री,2,238
स्थिति,2,239
स्वतन्त्रतापूर्वक,2,240
स्वीकृत,2,241
हर,2,242
हितों,2,243
हिस्सा,2,244
१,1,245
११,1,246
१२,1,247
१३,1,248
१४,1,249
१५,1,250
१६,1,251
१७,1,252
१८,1,253
१९,1,254
१९४८,1,255
२,1,256
२०,1,257
२१,1,258
२२,1,259
२३,1,260
२४,1,261
२५,1,262
२६,1,263
२७,1,264
२८,1,265
२९,1,266
३,1,267
३०,1,268
४,1,269
५,1,270
६,1,271
७,1,272
८,1,273
९,1,274
अकृत,1,275
अक्षिकार,1,276
अगर,1,277
अंग्रेजी,1,278
अतिरिक्त,1,279
अत्याचार,1,280
अदालतों,1,281
अधिकारी,1,282
अधिकृत,1,283
अध्यापन,1,284
अनिकार्यतः,1,285
अनुवाद,1,286
अन्तिम,1,287
अन्दर,1,288
अन्याययुक्त,1,289
अन्वेषण,1,290
अपना,1,291
अपमानजनक,1,292
अपराधों,1,293
अपील,1,294
अब,1,295
अभाव,1,296
अभिव्यक्ति,1,297
अमानुषिक,1,298
अर्थ,1,299
अवकाश,1,300
अवस्थाओं,1,301
अविच्छिन्न,1,302
अविवाहिता,1,303
असमर्थता,1,304
असली,1,305
आकांक्षा,1,306
आक्षेप,1,307
आत्मा,1,308
आदर,1,309
आदि,1,310
आधारित,1,311
आधेपों,1,312
आनन्द,1,313
आने,1,314
आनो,1,315
आपस,1,316
आपसी,1,317
आरोप,1,318
आरोपित,1,319
आवश्यकताओं,1,320
इकाई,1,321
इच्छा,1,322
इच्छानुमार,1,323
इतनी,1,324
इरादा,1,325
इसलिए,1,326
इसी,1,327
उकसाया,1,328
उच्चतर,1,329
उत्तरोत्तर,1,330
उत्पन्न,1,331
उन,1,332
उनका,1,333
उनकी,1,334
उनमें,1,335
उन्नति,1,336
उपलब्ध,1,337
उपासना,1,338
उपेक्षा,1,339
उससे,1,340
उसी,1,341
ऊंचा,1,342
एकमात्र,1,343
एकान्तता,1,344
ऐतिहासिक,1,345
ऐसा,1,346
कपड़ा,1,347
