word,n,rank
nd,7752,1
kfo,5841,2
bro,5750,3
nhai,4750,4
be,3827,5
tfit,3014,6
wom,2761,7
inji,2634,8
bi,2530,9
yimam,2524,10
yima,2455,11
na,2348,12
to,2346,13
nkifrar,2199,14
yak,2130,15
jisasr,1727,16
mrokfom,1709,17
yimar,1656,18
yo,1627,19
tu,1529,20
nkifrarhu,1493,21
nefm,1458,22
niko,1454,23
mrokfot,1280,24
toh,1225,25
nom,1206,26
fasoh,1190,27
tamoh,1034,28
rhu,944,29
hti,925,30
ror,912,31
nanhu,873,32
rorhu,872,33
kanjo,871,34
rom,852,35
duka,843,36
o,748,37
ndar,704,38
ni,693,39
dborioh,684,40
ka,684,41
hifa,679,42
memor,642,43
afo,630,44
kmi,601,45
htihato,566,46
nmoh,556,47
yuhat,548,48
finji,547,49
nmbuhat,545,50
ndnettn,536,51
rpat,535,52
wany,535,53
ptha,532,54
hingrneft,527,55
hta,521,56
nikmoh,519,57
yuhum,519,58
fak,512,59
duha,510,60
memorm,509,61
mirahko,500,62
yihato,494,63
yakhato,491,64
yiha,487,65
turhu,484,66
hik,481,67
rroh,479,68
rim,473,69
womm,454,70
hingrna,451,71
memom,440,72
tohhato,434,73
thu,430,74
yuhur,427,75
wanyhato,419,76
kto,416,77
met,411,78
ndhtet,406,79
yimaroh,398,80
yufat,393,81
neft,387,82
kraisr,381,83
yi,374,84
rorn,371,85
memorr,366,86
rpa,359,87
nuhas,358,88
yura,352,89
dukefm,345,90
hanyhato,342,91
mrokfo,341,92
marnya,335,93
jisasrhu,325,94
ninhu,324,95
kak,310,96
fitoh,309,97
krhopam,302,98
yindarim,301,99
yon,298,100
bbinysoft,294,101
sinyahato,288,102
tamohm,288,103
yuhatn,288,104
kanga,285,105
rhuhato,284,106
nda,275,107
ee,268,108
ndt,268,109
yihar,265,110
bok,263,111
yafothat,257,112
nkifra,255,113
ttiwon,253,114
nfri,246,115
nndo,246,116
nann,241,117
nia,240,118
tkitt,239,119
yifemr,237,120
dukefr,236,121
mett,234,122
kraisrhu,233,123
nkifrarpno,231,124
yindhor,230,125
nhaf,227,126
womr,226,127
akfo,223,128
kfoyuk,223,129
porr,221,130
thombat,220,131
bbinysofthu,217,132
boririfhut,215,133
disaiperm,211,134
ndnatn,210,135
yakitoh,207,136
faso,203,137
jisas,202,138
pela,202,139
ndm,201,140
bingot,198,141
tamohmpno,198,142
mfro,196,143
pitar,196,144
hany,195,145
brbo,194,146
kangr,192,147
kunys,191,148
yonr,191,149
memomr,188,150
tohwa,188,151
tuhan,187,152
yiham,186,153
tohyuk,185,154
yimarhu,184,155
yorhwa,182,156
noh,181,157
judaroh,180,158
kangm,180,159
mif,180,160
rifhur,179,161
rhuyuk,177,162
niahato,176,163
rot,176,164
dukahato,172,165
mirahn,172,166
hus,171,167
romn,171,168
kmim,170,169
yau,170,170
nmbuham,169,171
tor,167,172
dukeft,163,173
nikompno,163,174
gutnius,161,175
tohak,160,176
tum,158,177
kfiwa,156,178
hikhato,154,179
yimor,153,180
wain,152,181
yimampno,151,182
hato,150,183
ayak,147,184
fura,147,185
tawo,147,186
turoh,146,187
NA,146,188
tngt,145,189
yiro,144,190
tahi,142,191
ye,142,192
hingrnefm,141,193
nuwa,141,194
yudbat,140,195
hikwa,139,196
kmit,139,197
nhombra,139,198
wakfo,139,199
nkifrarn,137,200
tuha,137,201
wonk,137,202
mirahm,136,203
thofm,136,204
judam,135,205
jisasrpno,134,206
mkfo,134,207
marnyahato,133,208
nayak,130,209
niwa,130,210
tir,129,211
mong,128,212
nakfo,128,213
arihat,127,214
kuny,127,215
yarh,127,216
hikkfot,125,217
yihom,124,218
tuko,123,219
barkof,122,220
nungothet,121,221
rorpno,121,222
asha,120,223
bruttna,120,224
yimom,120,225
kfomo,119,226
kangnom,118,227
nyingam,118,228
mano,117,229
buga,116,230
pthayuk,115,231
wuroh,115,232
wuskam,115,233
nayuk,114,234
yiharn,114,235
yimako,114,236
kfiwanko,113,237
kristen,113,238
yimarn,113,239
kalabus,112,240
kristenm,112,241
nanpno,112,242
tur,112,243
yuham,112,244
yuhre,111,245
bugam,110,246
rifiny,110,247
tafi,110,248
7,109,249
yonmari,108,250
bar,107,251
rfa,107,252
sinya,107,253
tanyhato,107,254
wayak,107,255
yihotat,107,256
btn,106,257
htahato,105,258
naku,105,259
tha,105,260
buha,104,261
ndha,104,262
nyinga,103,263
rof,103,264
bbukeft,102,265
taun,102,266
tarioh,101,267
yimamn,100,268
hefenr,99,269
kangko,99,270
nndoh,98,271
tom,98,272
bupam,97,273
htayuk,97,274
mounmotr,97,275
nikomn,97,276
yaknihato,97,277
hanykfot,96,278
tek,96,279
bgre,94,280
namo,94,281
prisroh,94,282
yufam,94,283
yufatpno,94,284
kraisrpno,93,285
krho,93,286
tukmoh,93,287
htamo,92,288
thatipt,92,289
tkittn,92,290
yakitohhato,92,291
kingdomkfot,91,292
thoft,91,293
gontwat,90,294
king,90,295
nefroh,90,296
tangim,90,297
yeshrim,90,298
boririfhuthu,89,299
yakiohato,89,300
metm,87,301
yonm,87,302
husfirpa,86,303
kangt,86,304
pno,86,305
tng,86,306
yakneft,86,307
memoum,85,308
nohhato,85,309
boririfhu,84,310
wawanyko,84,311
abrahamr,83,312
hiket,83,313
jonr,83,314
kfomotr,83,315
marnyakfot,83,316
kfot,82,317
mrokfothu,82,318
nefmn,82,319
yakyuk,82,320
wompam,81,321
rhukfot,80,322
tohkfot,80,323
tot,80,324
borngt,79,325
htanyhato,79,326
kaht,79,327
memot,79,328
ninn,79,329
sfno,79,330
yimayer,79,331
yinouroko,79,332
isrerm,78,333
mis,78,334
mosesr,78,335
nkifram,78,336
bror,77,337
marr,77,338
maruham,77,339
mifwanko,77,340
pailatr,77,341
yafothar,77,342
he,76,343
hingrnewa,76,344
toheft,76,345
troh,76,346
yimbu,76,347
korhm,75,348
marut,75,349
rompno,75,350
wus,74,351
yimaf,74,352
yindhorkfot,74,353
rothu,73,354
tamoht,73,355
hwe,72,356
profetm,72,357
temperr,72,358
yinyeft,72,359
yuhuwafhato,72,360
yuta,72,361
yuwi,72,362
bmbri,71,363
dbohneft,71,364
kotkfot,71,365
mounmotm,71,366
ruheft,71,367
tohwor,71,368
womroh,71,369
yemro,71,370
fijo,70,371
pthiwa,70,372
tohmohat,70,373
was,70,374
hingrnayuk,69,375
tone,69,376
wuram,68,377
wuri,68,378
yukatoh,68,379
brorhu,67,380
hatoh,67,381
jerusalemko,67,382
nayet,67,383
