word,n,rank
cʼiε,145,1
ε,133,2
yacʸε,77,3
ᴛʸα,74,4
cʋ,69,5
naˑtʼα,67,6
ï,52,7
ᴋo,51,8
tcʽtsʽitʽʸi,48,9
nau,41,10
ᴛawaˑ,41,11
sꜞᴛca,40,12
naicᴛʸi,39,13
tsʽitʽʸi,38,14
εˑ,38,15
wα,34,16
ya,31,17
ᴛʸï,30,18
haˑ,28,19
ᴛsi,27,20
hα,26,21
hεˑ,26,22
tcʼaᴛsα,25,23
ai,24,24
tcʽ,24,25
ᴛsıkʼαnα,24,26
ꜞ,23,27
i,22,28
ᴋʋ,22,29
nˑo,22,30
sꜞᴛcanai,22,31
ᴛsα,22,32
a,21,33
yo,21,34
εmi,20,35
nα,19,36
sεi,19,37
nʸi,18,38
sı,18,39
tsʼe,18,40
εᴛˑiyo,18,41
ᴛʸoˑ,17,42
ha,15,43
nai,14,44
yα,14,45
na,13,46
tʽʸ,13,47
ᴛsaˑ,13,48
mα,12,49
ocaˑ,12,50
tʽʸᵘ,12,51
caau,11,52
cau,11,53
cᴋamα,11,54
ᴋoˑ,11,55
no,11,56
o,11,57
sꜞ,11,58
tsʽεiyα,11,59
tsʼaˑ,11,60
ctcʽε,10,61
kʽaai,10,62
ᴋaau,10,63
mi,10,64
naˑ,10,65
ᵒ,10,66
ᴛaˑ,10,67
ᴛaaˑ,10,68
ᴛsıkʽ,10,69
ᴛsoˑ,10,70
ᴛʸi,10,71
wa,10,72
yoˑ,10,73
NA,10,74
pï,9,75
ᴛiˑ,9,76
ᴛsε,9,77
yaˑ,9,78
hoˑ,8,79
kʽoˑ,8,80
kʼaˑ,8,81
ᴋai,8,82
maˑ,8,83
pʽᵘ,8,84
si,8,85
tcʽᵅ,8,86
tsʽ,8,87
ᴛʸau,8,88
α,8,89
hau,7,90
hı,7,91
kʽumï,7,92
mï,7,93
nï,7,94
nʸε,7,95
sα,7,96
tsʽcʸε,7,97
ᴛca,7,98
ᴛʸaˑ,7,99
ᴛʸoˑkʽᵅtcʽᵅ,7,100
ʼmε,7,101
ci,6,102
cipʼa,6,103
cʸε,6,104
hαnʸε,6,105
kʼo,6,106
mε,6,107
ni,6,108
noˑ,6,109
sinï,6,110
tcʽᵅꜞ,6,111
tsʼıtsʽ,6,112
tʼα,6,113
ᴛaa,6,114
ᴛoˑ,6,115
ᴛsa,6,116
ᴛʸʋ,6,117
ᴛʸεˑ,6,118
wai,6,119
akʼa,5,120
ciˑ,5,121
ctcʼamï,5,122
cᴛʸitʽʸᵅ,5,123
hawε,5,124
hawεˑ,5,125
hınα,5,126
kʽᵘ,5,127
kʼa,5,128
osᵅ,5,129
ɔ,5,130
tsʼınα,5,131
tʼo,5,132
