word,n,rank
ez,264,1
eta,160,2
da,143,3
oh,120,4
dut,112,5
bat,99,6
egin,83,7
zer,67,8
bai,59,9
duzu,58,10
hori,56,11
izan,52,12
naiz,51,13
baina,49,14
zure,43,15
esan,42,16
dena,41,17
egiten,41,18
nahi,40,19
nire,37,20
zara,37,21
ari,36,22
jauna,36,23
du,35,24
ere,32,25
hopps,32,26
untxi,32,27
behar,30,28
dira,30,29
probatu,29,30
hau,28,31
polizia,28,32
dago,27,33
judy,27,34
egingo,26,35
uste,26,36
dugu,25,37
gure,24,38
nuen,23,39
zu,23,40
zen,21,41
hemen,20,42
oso,20,43
basati,19,44
azenario,18,45
hara,18,46
sekula,18,47
ezin,17,48
igarabieta,17,49
beraz,16,50
beste,16,51
gehiago,16,52
horixe,16,53
izango,16,54
joan,16,55
ni,16,56
orain,16,57
beharko,15,58
isun,15,59
ondo,15,60
zaude,15,61
zuen,15,62
ederto,14,63
egun,14,64
emmitt,14,65
hitz,14,66
nick,14,67
nik,14,68
zootopia,14,69
agentea,13,70
agur,13,71
azeri,13,72
baduzu,13,73
baino,13,74
baten,13,75
dela,13,76
dizut,13,77
edo,13,78
egia,13,79
emango,13,80
gaueko,13,81
harrapari,13,82
igaraba,13,83
itxaron,13,84
lehen,13,85
mesedez,13,86
tira,13,87
bada,12,88
batek,12,89
benetan,12,90
bere,12,91
entzun,12,92
zerbait,12,93
asko,11,94
bi,11,95
diozu,11,96
eman,11,97
hartu,11,98
ikusi,11,99
orduan,11,100
ugaztun,11,101
zango,11,102
al,10,103
andrea,10,104
bakarrik,10,105
berriro,10,106
direla,10,107
egon,10,108
eskerrik,10,109
galdu,10,110
handia,10,111
hementxe,10,112
ikusten,10,113
iritsi,10,114
isildu,10,115
leku,10,116
mundua,10,117
nintzen,10,118
tu,10,119
zelan,10,120
zuk,10,121
3,9,122
alde,9,123
amore,9,124
arte,9,125
aurkitu,9,126
begira,9,127
dakit,9,128
ditugu,9,129
ditut,9,130
dute,9,131
ematen,9,132
epa,9,133
ezer,9,134
gideon,9,135
goazen,9,136
hasiko,9,137
horrek,9,138
lagun,9,139
ona,9,140
batean,8,141
behin,8,142
bertan,8,143
bogo,8,144
duela,8,145
edozein,8,146
edozer,8,147
ergela,8,148
esango,8,149
esaten,8,150
esker,8,151
ezta,8,152
flash,8,153
gero,8,154
gertatu,8,155
hain,8,156
hiru,8,157
horiek,8,158
huts,8,159
kaixo,8,160
kontra,8,161
mila,8,162
non,8,163
oraindik,8,164
porrot,8,165
txiki,8,166
utzi,8,167
zarela,8,168
zenuen,8,169
zeren,8,170
0,7,171
atzera,7,172
badakit,7,173
barkatu,7,174
berri,7,175
beti,7,176
bihurtu,7,177
bizitza,7,178
denak,7,179
desagertu,7,180
espero,7,181
ezagutzen,7,182
hauek,7,183
hilda,7,184
hobea,7,185
hona,7,186
hor,7,187
izatea,7,188
jartzailea,7,189
laztana,7,190
lehoi,7,191
manchas,7,192
nirekin,7,193
nora,7,194
nuke,7,195
pentsatu,7,196
sentitzen,7,197
ulugileak,7,198
urte,7,199
zaitez,7,200
zela,7,201
zergatik,7,202
ados,6,203
ahal,6,204
ala,6,205
amaierara,6,206
arren,6,207
badakizu,6,208
bellwether,6,209
benetako,6,210
bera,6,211
bihotz,6,212
burua,6,213
d,6,214
didazu,6,215
dudan,6,216
egunean,6,217
etsiko,6,218
euren,6,219
gara,6,220
gauza,6,221
gu,6,222
h,6,223
harrapariak,6,224
hiri,6,225
horrela,6,226
hortaz,6,227
hortxe,6,228
jarri,6,229
kasu,6,230
litzateke,6,231
moduz,6,232
nezakeen,6,233
ofiziala,6,234
ofizialak,6,235
oraintxe,6,236
polita,6,237
saiatu,6,238
wilde,6,239
zein,6,240
zera,6,241
ziren,6,242
zuri,6,243
10,5,244
14,5,245
200,5,246
aizu,5,247
ametsak,5,248
animalia,5,249
apur,5,250
artean,5,251
atzaparkako,5,252
aurkitzen,5,253
berak,5,254
berriak,5,255
bezala,5,256
biok,5,257
daiteke,5,258
deitzen,5,259
den,5,260
ditu,5,261
dolar,5,262
dudala,5,263
eraso,5,264
galdera,5,265
gazelle,5,266
gelditu,5,267
gogoratzen,5,268
grey,5,269
guk,5,270
hitza,5,271
hobeto,5,272
horregatik,5,273
horri,5,274
ibili,5,275
itzel,5,276
jaso,5,277
kontua,5,278
maite,5,279
matrikula,5,280
nago,5,281
nagusiak,5,282
nahikoa,5,283
negar,5,284
niri,5,285
nor,5,286
noski,5,287
onena,5,288
otsoak,5,289
plaka,5,290
poloak,5,291
sartu,5,292
zaio,5,293
12,4,294
alkatea,4,295
alkateak,4,296
alkateordea,4,297
argia,4,298
aurki,4,299
aurkituko,4,300
aurkitzeko,4,301
autoa,4,302
azenarioak,4,303
azeria,4,304
azeriak,4,305
bakarra,4,306
barik,4,307
basatiak,4,308
batekin,4,309
bati,4,310
berriz,4,311
besterik,4,312
bihurtzen,4,313
bikain,4,314
bizi,4,315
dakigu,4,316
daude,4,317
deitu,4,318
denok,4,319
dezaket,4,320
dio,4,321
diote,4,322
diren,4,323
dituzte,4,324
doug,4,325
duena,4,326
dugun,4,327
duzula,4,328
egiteko,4,329
elefantea,4,330
eskubidea,4,331
etorri,4,332
gaude,4,333
genuen,4,334
gertatzen,4,335
guztia,4,336
harrapariek,4,337
hartz,4,338
hazten,4,339
hemendik,4,340
horien,4,341
inguruan,4,342
ipurdiaz,4,343
ireki,4,344
izena,4,345
jainkoarren,4,346
jartzaile,4,347
jo,4,348
kirten,4,349
konforme,4,350
konkor,4,351
lagundu,4,352
lana,4,353
lapurtu,4,354
lore,4,355
mofeta,4,356
nagusi,4,357
nagusia,4,358
nangi,4,359
nion,4,360
oihan,4,361
parkinak,4,362
pop,4,363
segituko,4,364
seguru,4,365
seguruenik,4,366
stu,4,367
t,4,368
trafiko,4,369
tropikalaren,4,370
tundraherrin,4,371
txartelak,4,372
ume,4,373
untxia,4,374
untxitxo,4,375
zaitu,4,376
zaitut,4,377
zelako,4,378
zenuke,4,379
zeure,4,380
zuten,4,381
100,3,382
2,3,383
365,3,384
9,3,385
ahaztu,3,386
aita,3,387
aldean,3,388
alegia,3,389
alfonbra,3,390
alkate,3,391
ama,3,392
amaitu,3,393
amarrua,3,394
amets,3,395
animaliak,3,396
arazo,3,397
arazoa,3,398
arraroa,3,399
atzean,3,400
aukerarik,3,401
aurpegia,3,402
axola,3,403
babestu,3,404
badirudi,3,405
bakean,3,406
barrutia,3,407
begiratu,3,408
beharbada,3,409
beharra,3,410
beldur,3,411
berria,3,412
bestela,3,413
bete,3,414
bide,3,415
biologiko,3,416
bizkor,3,417
bolaluma,3,418
bost,3,419
buruari,3,420
dadin,3,421
dantzari,3,422
dardoak,3,423
daukat,3,424
daukazu,3,425
dauzkat,3,426
delako,3,427
denbora,3,428
dezakezu,3,429
dezente,3,430
diogu,3,431
diot,3,432
dituen,3,433
dizu,3,434
dizuet,3,435
duen,3,436
duzun,3,437
ederra,3,438
edozelan,3,439
eginda,3,440
egindako,3,441
egitea,3,442
egunero,3,443
ekarri,3,444
elkarrekin,3,445
erabat,3,446
eraman,3,447
eramango,3,448
erori,3,449
esatea,3,450
etxera,3,451
eutsi,3,452
fidatu,3,453
galdetu,3,454
galtzaile,3,455
gameluari,3,456
gaur,3,457
geratu,3,458
gorria,3,459
gustatzen,3,460
guztiak,3,461
guztiek,3,462
halakoa,3,463
handi,3,464
hantxe,3,465
harrapatu,3,466
harro,3,467
hartuko,3,468
haserre,3,469
hasi,3,470
hasten,3,471
honetan,3,472
horra,3,473
horrelako,3,474
hura,3,475
inoiz,3,476
inori,3,477
inportantea,3,478
itxi,3,479
itzazue,3,480
itzuli,3,481
izaten,3,482
izozkia,3,483
izoztu,3,484
jaguar,3,485
jakina,3,486
joateko,3,487
jotzen,3,488
jude,3,489
jumbo,3,490
kasua,3,491
konpontzen,3,492
kontuan,3,493
kontuz,3,494
laguntza,3,495
lan,3,496
larrea,3,497
legez,3,498
lehena,3,499
limusina,3,500
liteke,3,501
moduan,3,502
motela,3,503
mundu,3,504
nabil,3,505
nahiko,3,506
nau,3,507
nekazari,3,508
neuk,3,509
niretzat,3,510
nituen,3,511
on,3,512
onak,3,513
ote,3,514
pentsatzen,3,515
piloa,3,516
poli,3,517
poloa,3,518
pozten,3,519
sahara,3,520
saldu,3,521
sentiarazten,3,522
txarra,3,523
ukitu,3,524
ulertzen,3,525
ulugileen,3,526
urtean,3,527
zaharra,3,528
zaindu,3,529
zaitezke,3,530
zatoz,3,531
zenbait,3,532
zenion,3,533
zerga,3,534
zion,3,535
zituen,3,536
zootopian,3,537
zpdko,3,538
zpdkoa,3,539
zutaz,3,540
15,2,541
48,2,542
90,2,543
adarra,2,544
agenteak,2,545
agindurik,2,546
aho,2,547
aitak,2,548
aitortu,2,549
akademian,2,550
apatxak,2,551
arazorik,2,552
are,2,553
argitzeko,2,554
arraio,2,555
arranopola,2,556
arrasto,2,557
arrazoia,2,558
askatu,2,559
askoz,2,560
astindu,2,561
atea,2,562
atera,2,563
atxilotuta,2,564
atzapar,2,565
auto,2,566
auzo,2,567
azaldu,2,568
azken,2,569
babesteko,2,570
badakigu,2,571
badakizue,2,572
badaude,2,573
baldin,2,574
baliteke,2,575
balizko,2,576
banu,2,577
barkatuko,2,578
barrutian,2,579
bart,2,580
basatia,2,581
basatietara,2,582
bateko,2,583
batzuek,2,584
batzuk,2,585
bazara,2,586
bazenitu,2,587
bedeinkatua,2,588
bederatzi,2,589
begiratzen,2,590
begirunea,2,591
behean,2,592
beldurrak,2,593
beno,2,594
berau,2,595
beteta,2,596
betiko,2,597
bidali,2,598
bidaliko,2,599
bihar,2,600
bihotza,2,601
bihurtzea,2,602
bihurtzeko,2,603
bila,2,604
biluzik,2,605
bogori,2,606
bon,2,607
borroka,2,608
buruaren,2,609
buztan,2,610
dagoen,2,611
daitekeela,2,612
daki,2,613
datorren,2,614
dauzkagu,2,615
delgato,2,616
demontre,2,617
denean,2,618
departamentuan,2,619
desagertuenak,2,620
dezake,2,621
didate,2,622
didazula,2,623
direnak,2,624
dirua,2,625
dituena,2,626
dituzu,2,627
dizkiet,2,628
dizkizut,2,629
dizue,2,630
dizugu,2,631
dnan,2,632
donut,2,633
dozena,2,634
dugula,2,635
duzue,2,636
duzuen,2,637
eboluzionatu,2,638
eder,2,639
eduki,2,640
egina,2,641
eginkizunak,2,642
egitekoa,2,643
egizu,2,644
egoteko,2,645
eguerdia,2,646
eguna,2,647
egunez,2,648
egur,2,649
elkar,2,650
emazkidazu,2,651
emozionalki,2,652
engainatu,2,653
erabiliko,2,654
erabiltzen,2,655
erantzun,2,656
erbinude,2,657
erbinudea,2,658
erdi,2,659
erraldoi,2,660
errekluta,2,661
errurik,2,662
eskatuko,2,663
estua,2,664
et,2,665
ezagutu,2,666
ezik,2,667
ezinezkoa,2,668
ezingo,2,669
falta,2,670
fangmeyer,2,671
gabeko,2,672
gainean,2,673
gainera,2,674
gaitezke,2,675
gaituzte,2,676
gaizkile,2,677
galduta,2,678
garaipeneko,2,679
garela,2,680
gaurko,2,681
gazte,2,682
gelako,2,683
geldi,2,684
genituen,2,685
gerta,2,686
gertu,2,687
gid,2,688
gidari,2,689
gidaria,2,690
giltzak,2,691
ginela,2,692
gogor,2,693
gora,2,694
gorde,2,695
gorri,2,696
grizzoli,2,697
guztiei,2,698
haiek,2,699
han,2,700
hanka,2,701
harrapa,2,702
harrapakin,2,703
harrapakina,2,704
harraparia,2,705
hazi,2,706
heroi,2,707
heroia,2,708
higgins,2,709
hil,2,710
hiria,2,711
historia,2,712
holicithias,2,713
honek,2,714
horiekin,2,715
horma,2,716
horrekin,2,717
horren,2,718
horretaz,2,719
hurrengo,2,720
ideia,2,721
igarabietak,2,722
ikerketa,2,723
ikertu,2,724
ikusia,2,725
ikusteko,2,726
ile,2,727
inork,2,728
inozok,2,729
inporta,2,730
